,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total Trihalomethanes
357,12-8-KDP-8,Tap Water,12/8/2023 22:39,,-156.32559283856256,20.789496491812848,,,,,,,,7.6464,,,,,,,,,,,,,,,3.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0004
358,12-12-23-JI-05,Tap Water Filtered,12/12/2023 9:04,,-156.68259995746683,20.88366734191907,,,,,,,,50.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3428,,,,,,,,,,,,,,,,,,,,,,,,,,1.3428
359,12-12-23-JI-06,Tap Water Filtered,12/12/2023 9:06,,-156.68119639249053,20.884436951982565,,,,,,,,101.3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
360,12-12-23-JI-01,Tap Water Filtered,12/12/2023 9:10,,-156.68583806411982,20.881584060376618,,,,,,,,79.0867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
361,12-12-23-JI-02,Tap Water,12/12/2023 9:11,,-156.68325223875763,20.88533858554579,,,,,,,,106.3395,,,,,,,,,,,,,,,6.6138,,,,,,,,,,,5.2137,,,,,,,,,,,3.3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.197100000000002
362,12-13-23-JI-01,Tap Water Filtered,12/13/2023 13:52,,-156.68383109184728,20.88470929112817,,,,,,,,77.4382,,,,,,,,,,,,,,,15.159,,,,,,,,,,,5.8703,,,,,,,,,,,2.5863,,,,,,,,1.0665,,,,,,,,,,,,,,,,,,,,,,,,,,24.6821
363,12-13-23-JI-02,Tap Water,12/13/2023 13:55,,-156.68430720307165,20.88183385364596,,,,,,,,68.3729,,,,,,,,,,,,,,,11.6138,,,,,,,,,,,8.1751,,,,,,,,,,,5.1171,,,,,,,,1.1941,,,,,,,,,,,,,,,,,,,,,,,,,,26.100099999999998
364,12-13-23-JI-03,Tap Water,12/13/2023 13:57,,-156.67820982173967,20.88222373506741,,1.6691,,,,,,91.5264,,,,,,,,,,,,,,,14.5194,,,,,,,,,1.0689,,4.6318,,,,,,,,,,,3.5132,,,,,,,,9.6623,,,,,,,,,,,,,,,,,,,,,,,,,,32.3267
365,12-14-23-JI-01,Tap Water,12/14/2023 11:04,,-156.68548528032912,20.95252996880986,,,,,,,,75.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6961,,,,,,,,16.1471,,,,,,,,,,,,,,,,,,,,,,,,,,17.8432
366,12-14-23-JI-02,Tap Water,12/14/2023 11:07,,-156.66291410416443,20.88418384743024,,,,,,,,74.0075,,,,,,,,,,3.005,,,,,12.7838,,,,,,,,,,,3.5263,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6801
367,12-28-23-JI-02,Tap Water,12/29/2023 15:06,,-156.6841716505321,20.88248266310537,,,,,,,,35.7211,,,,,,,,,,6.8379,,,,5.7213,46.6734,,,,,,,,,,,14.2597,,,,,,,,,,,5.1963,,,,,,,,1.3992,,,,,,,,,,,,,,,,,,,,,,,,,,67.5286
368,12-28-23-JI-03,Tap Water Filtered,12/29/2023 15:08,,-156.6828734674401,20.879496884333488,,,,,,,,3.3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
369,12-28-23-JI-04,Pool/open water,12/29/2023 15:11,,-156.67732932209933,20.86541332595045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
370,12-28-23-JI-05,Tap Water Filtered,12/29/2023 15:16,,-156.6827613164246,20.900591852025286,,,,,,,,8.3951,,,,,,,,,,,,,,,13.9962,,,,,,,,,,,2.8244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8206
371,12-28-23-JI-06,Tap Water Filtered,12/29/2023 15:17,,-156.67976941558723,20.896988418348403,,,,,,,,19.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
372,12-28-23-JI-07,Tap Water,12/29/2023 15:18,,-156.68264773023094,20.900845846899557,,,,,,,,26.2868,,,,,,,,,,,,,,,31.4676,,,,,,,,,,,12.1955,,,,,,,,,,,5.423,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,50.4717
373,12-29-23-JI-01,Tap Water Filtered,12/29/2023 15:21,,-156.6866379042024,20.882662434290232,,,,,,,,25.8537,,,,,,,,,,,,,,,74.8262,,,,,,,,,,,11.549,,,,,,,,,,,1.7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1583
374,12-29-23-JI-02,Tap Water Filtered,12/29/2023 15:22,,-156.68617851390883,20.88034042973785,,,,,,,,8.4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
375,01-03-KDP-1,Tap Water Filtered,1/3/2024 13:31,,-156.31430331388432,20.77747776238945,,,,,,,,8.4703,,,,,,,,,,3.6095,,,,,50.5978,,,,,,,,,,,4.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6853
376,01-03-KDP-2,Tap Water,1/3/2024 14:15,,-156.31849750978492,20.77823209225299,,,,,,,,7.273,,,,,,,,,,,,,,,33.3143,,,,,,,,,,,2.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2207
377,01-04-KDP-1,Tap Water,1/4/2024 16:45,,-156.31005013282427,20.773577611132488,,,,,,,,3.6465,,,,,,,,,,,,,,,53.5779,,,,,,,,,,,4.8475,,,,,,,,,,,1.8328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2582
378,01-04-KDP-3,Tap Water,1/4/2024 23:15,,-156.3049209116547,20.775299284484245,,,,,,,,12.4937,,,,,,,,,,,,,,,2.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8865
379,01-04-KDP-4,Tap Water,1/4/2024 23:16,,-156.30775167291262,20.776010262001776,,,,,,,,10.9364,,,,,,,,,,,,,,,2.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1174
380,01-04-KDP-5,Tap Water,1/4/2024 23:17,,-156.30853348266538,20.77572735315753,,,,,,,,11.9606,,,,,,,,,,,,,,,2.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0572
381,01-04-KDP-6,Tap Water,1/4/2024 23:18,,-156.30726015135176,20.77131575395956,,,,,,,,11.0113,,,,,,,,,,,,,,,1.3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3474
382,LLH240110-1,,1/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
383,LPS240110-1,,1/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
384,PFF240110-1,,1/10/2024,,,,,,,,,,,2.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
385,01-19-KDP-01,Tap Water Filtered,1/19/2024,,-156.28810408600617,20.813042789627595,,,,,,,,5.0153,,,,,,,,,,,,,,,1.9224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9224
386,01-19-KDP-02,Tap Water,1/19/2024,,-156.27836862769703,20.82224655803033,,,,,,,,17.8211,,,,,,,,,,,,,,,2.5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5941
387,01-19-KDP-03,Tap Water,1/19/2024,,-156.2907318804969,20.83846625160327,,,,,,,,10.7805,,,,,,,,,,,,,,,26.3917,,,,,,,,,,,1.7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1038
388,01-19-KDP-04,Tap Water Filtered,1/19/2024,,-156.29101824448637,20.834997361435725,,,,,,,,5.9077,,,,,,,,,,,,,,,1.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6357
389,01-19-KDP-05,Tap Water,1/19/2024,,-156.2903370206941,20.835396599657976,,,,,,,,8.0895,,,,,,,,,,,,,,,72.2637,,,,,,,,,,,3.9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.216
390,01-19-KDP-07,Tap Water,1/19/2024,,-156.29308582977552,20.83673250367925,,,,,,,,11.5702,,,,,,,,,,,,,,,42.3325,,,,,,,,,,,3.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.727500000000006
391,01.26.KDP.01,Tap Water Filtered,1/26/2024,,-156.30944173276072,20.766874927865143,,,,,,,,11.5521,,,,,,,,,,,,,,,2.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5423
392,01.26.KDP.02,Tap Water,1/26/2024,,-156.31033845780146,20.766980043750102,,,,,,,,13.5666,,,,,,,,,,,,,,,2.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3864
393,01.26.KDP.03,Tap Water,1/26/2024,,-156.31467396858102,20.779340469100617,,,,,,,,15.4965,,,,,,,,,,,,,,,32.0745,,,,,,,,,,,2.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.262
394,01.26.KDP.04,Tap Water Filtered,1/26/2024,,-156.31434696697792,20.779897403228954,,,,,,,,12.2748,,,,,,,,,,,,,,,32.8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8186
395,01.26.KDP.05,Tap Water,1/26/2024,,-156.3282645776,20.76089782165745,,,,,,,,10.3418,,,,,,,,,,,,,,,2.2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2812
396,01.26.KDP.06,Tap Water Filtered,1/26/2024,,-156.32857492007523,20.75976270784868,,,,,,,,10.6894,,,,,,,,,,,,,,3.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
397,02-02-KDP-01,Tap Water,2/2/2024,,-156.29334233458297,20.821815752008792,,,,,,,,30.7675,,,,,,,,,,11.9443,,,,4.2593,14.1576,,,,,,,,,,,2.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3268
398,02-02-KDP-02,Tap Water Filtered,2/2/2024,,-156.29320809250447,20.825060268980785,,,,,,,,24.7984,,,,,,,,,,,,,,,28.8886,,,,,,,,,,,2.3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2453
399,02-02-KDP-03,Tap Water,2/2/2024,,-156.3304513019754,20.81891689377471,,,,,,,,29.0611,,,,,,,,,,,,,,,65.6697,,,,,,,,,,,7.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.906
400,02-02-KDP-04,Tap Water,2/2/2024,,-156.33421314680743,20.838802283902947,,,,,,,,16.3557,,,,,,,,,,,,,,1.0283,15.7621,,,,,,,,,,,6.368,,,,,,,,,,,4.4943,,,,,,,,1.3927,,,,,,,,,,,,,,,,,,,,,,,,,,28.0171
401,02-02-KDP-05,Tap Water Filtered,2/2/2024,,-156.33675600686402,20.842583641170965,,,,,,,,10.5215,,,,,,,,,,,,,,,14.0509,,,,,,,,,,,5.285,,,,,,,,,,,2.9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.293300000000002
402,02-02-KDP-06,Tap Water Filtered,2/2/2024,,-156.33642704912393,20.842032677282468,,,,,,,,11.6795,,,,,,,,,,,,,,2.1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
403,02-02-KDP-07,Tap Water Filtered,2/2/2024,,-156.33371658824984,20.84208323851552,,,,,,,,10.0429,,,,,,,,,,,,,,1.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
404,02-01-24-JI-01,Tap Water,2/14/2024 8:53,,-156.6791160852732,20.89930308425422,,,,,,,,222.4879,,,,,,,,,,,,,,4.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
405,02-01-24-JI-02,Tap Water Filtered,2/14/2024 9:03,,-156.68262395612396,20.900000548565096,,,,,,,,135.1698,,,,,,,,,,,,,,3.6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
406,02-13-24-JI-01,Tap Water,2/14/2024 9:06,,-156.69091787715743,20.918213927942404,,,,,,,,42.6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8007,,,,,,,,,,,,,,,,,,,,,,,,,,9.8007
407,02-13-24-JI-02,Tap Water Filtered,2/14/2024 9:08,,-156.6877532113517,20.92204713329367,,,,,,,,32.6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
408,02-15-24-JI-01,Tap Water,2/15/2024 15:30,,-156.66574200293917,20.99768073614412,,,,,,,,18.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8392,,,,,,,,,,,,,,,,,,,,,,,,,,3.8392
409,02-15-24-JI-02,Tap Water,2/15/2024 15:36,,-156.67957750535948,20.97620297064339,,,,,,,,30.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1567,,,,,,,,,,,,,,,,,,,,,,,,,,3.1567
410,02-15-24-JI-03,Tap Water Filtered,2/15/2024 15:40,,-156.68788964079133,20.95617100462929,,,,,,,,67.0406,,,,,,,,,,,,,,,2.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0984
411,02-15-24-JI-04,Tap Water,2/15/2024 15:42,,-156.68759647199442,20.95555654231661,,,,,,,,135.6055,,,,,,,,,,,,,,1.0728,9.7184,,,,,,,,,,,6.3924,,,,,,,,,,,2.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9887
412,02-15-24-JI-05,Tap Water,2/15/2024 15:43,,-156.69046706549258,20.938372944831418,,,,,,,,57.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7098,,,,,,,,,,,,,,,,,,,,,,,,,,3.7098
413,02-15-24-JI-06,,,,,,,,,,,,,194.8803,,,,,,,,,,,,,,10.6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8825,,,,,,,,,,,,,,,,,,,,,,,,,,2.8825
414,02-15-24-JI-07,Tap Water,2/15/2024 16:19,,-156.6743134942823,20.86724095679147,,,,,,,,54.9738,,,,,,,,,,,,,,,12.9917,,,,,,,,,,,8.4324,,,,,,,,,,,4.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4857
415,02-15-24-JI-08,Tap Water,2/15/2024 16:20,,-156.6827006487515,20.900640533354437,,,,,,,,130.0185,,,,,,,,,,10.9188,,,,21.3129,15.9962,,,,,,,,,,,9.8964,,,,,,,,,,,4.5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4313
416,02-15-24-JI-09,Tap Water,2/15/2024 16:21,,-156.68549595748902,20.904128965132173,,,,,,,,64.0366,,,,,,,,,,,,,,,14.6579,,,,,,,,,,,9.1268,,,,,,,,,,,4.1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.900799999999997
417,02-15-24-JI-10,Tap Water Filtered,2/15/2024 16:23,,-156.6790381626346,20.901497921241397,,,,,,,,105.8646,,,,,,,,,,,,,,,7.3899,,,,,,,,,,,3.1211,,,,,,,,,,,1.3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.866299999999999
418,2-22-CKS-1,Tap Water,2/22/2024 10:43,,-156.48153416537974,20.88819750623849,,,,,,,,20.3834,,,,,,,,,,2.0299,,,,,1.4451,,,,,,,,,,,2.69,,,,,,,,,,,5.0437,,,,,,,,4.6441,,,,,,,,,,,,,,,,,,,,,,,,,,13.8229
419,2-22-CKS-2,Tap Water Filtered,2/22/2024 10:49,,-156.47838693577103,20.88837219952019,,,,,,,,18.7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
420,03-09-KDP-01,Tap Water,3/9/2024 13:50,,-156.33663145734596,20.780631880593116,,,,,,,,6.9276,,,,,,,,,,,,,,,42.8943,,,,,,,,,,,4.3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2822
421,03-09-KDP-02,Tap Water Filtered,3/9/2024 13:50,,-156.33310836962497,20.7804115440804,,,,,,,,7.6023,,,,,,,,,,,,,,,25.2775,,,,,,,,,,,2.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8604
422,03-09-KDP-03,Tap Water Filtered,3/9/2024 13:50,,-156.33340469775482,20.77996392952381,,,,,,,,6.7665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
423,03-11-KDP-01,Tap Water,3/11/2024 9:23,,-156.30999715931205,20.7785168607504,,,,,,,,6.0619,,,,,,,,,,,,,,1.2831,6.1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1464
424,03-11-KDP-02,Tap Water Filtered,3/11/2024 9:23,,-156.3101335249909,20.774986000700014,,,,,,,,9.3837,,,,,,,,,,,,,,,6.8071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8071
425,03-11-KDP-03,Tap Water Filtered,3/11/2024 9:23,,-156.30694791937051,20.775942165013696,,,,,,,,5.1724,,,,,,,,,,,,,,,3.5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5453
426,03-11-KDP-04,Tap Water,3/11/2024 9:23,,-156.32942927016973,20.793356271010964,,,,,,,,8.9198,,,,,,,,,,,,,,,55.4868,,,,,,,,,,,5.1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5919
427,03-11-KDP-05,Tap Water Filtered ,3/11/2024 9:23,,-156.33302591529534,20.79013511057757,,,,,,,,9.6566,,,,,,,,,,,,,,,81.3635,,,,,,,,,,,5.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1255
428,03-11-KDP-06,Tap Water Filtered ,3/11/2024 9:23,,-156.3303045959891,20.790550224336528,,,,,,,,4.2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
429,03-11-KDP-07,Tap Water Filtered,3/11/2024 9:23,,-156.3299374804895,20.793248050729225,,,,,,,,7.7303,,,,,,,,,,,,,,,1.0002,,,,,,,,,,,2.9961,,,,,,,,,,,8.9349,,,,,,,,18.2744,,,,,,,,,,,,,,,,,,,,,,,,,,31.205599999999997
430,03-11-24-02-JI,Tap Water,3/11/2024 11:42,,-156.68360354229685,20.88527916799083,,,,,,,,46.5322,,,,,,,,,,,,,,,11.9277,,,,,,,,,,,7.6614,,,,,,,,,,,5.1763,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,26.135400000000004
431,03-13-CTH-01,,3/13/2024,,,,,,,,,,,2.1305,,,,,,,,,,,,,,,15.9922,,,,,,,,,,,7.2731,,,,,,,,,,,4.7849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0502
432,03-20-CKS-1,Other,3/20/2024 10:28,,,,,,,,,,,7.7804,,,,,,,,,,,,,,,1.3188,,,,,,,,,,,2.9075,,,,,,,,,,,9.0042,,,,,,,,16.2665,,,,,,,,,,,,,,,,,,,,,,,,,,29.497
433,03-20-CDS-01,Tap Water,3/20/2024 10:50,,-156.68545864650844,20.881965185315213,,,,,,,,31.5283,,,,,,,,,,2.4416,,,,,13.7614,,,,,,,,,,,4.3442,,,,,,,,,,,4.557,,,,,,,,5.1633,,,,,,,,,,,,,,,,,,,,,,,,,,27.8259
434,03-20-CDS-02,Tap Water Filtered,3/20/2024 10:51,,-156.68246639288,20.881981738068816,,,,,,,,9.2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
435,03-20-CDS-03,Tap Water,3/20/2024 11:13,,-156.68431038000264,20.88134735498824,,,,,,,,22.9662,,,,,,,,,,2.4207,,,,,27.5275,,,,,,,,,,,14.2901,,,,,,,,,,,9.0946,,,,,,,,2.8508,,,,,,,,,,,,,,,,,,,,,,,,,,53.763000000000005
436,03-20-CDS-04,Tap Water Filtered,3/20/2024 11:15,,-156.68133074783438,20.88112540797993,,,,,,,,5.5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
437,03-20-CDS-05,Tap Water,3/20/2024,,-156.68212837193047,20.881004851263857,,,,,,,,28.6002,,,,,,,,,,2.1292,,,,,6.5146,,,,,,,,,,,6.0941,,,,,,,,,,,4.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1159
438,03-20-CDS-06,Tap Water,3/20/2024,,-156.6829650859298,20.88106474969327,,,,,,,,16.7905,,,,,,,,,,4.4012,,,,,6.0248,,,,,,,,,,,3.8225,,,,,,,,,,,3.0269,,,,,,,,1.3175,,,,,,,,,,,,,,,,,,,,,,,,,,14.1917
439,03-20-CDS-07,Tap Water Filtered,3/20/2024,,-156.68223280637858,20.8839454895749,,,,,,,,34.7158,,,,,,,,,,2.058,,,,,14.135,,,,,,,,,,,12.964,,,,,,,,,,,10.8629,,,,,,,,2.1204,,,,,,,,,,,,,,,,,,,,,,,,,,40.0823
440,03-20-CDS-08,Tap Water,3/20/2024,,-156.6855159863035,20.883830442064244,,,,,,,,24.5925,,,,,,,,,,2.0694,,,,,11.5382,,,,,,,,,,,5.978,,,,,,,,,,,5.6977,,,,,,,,2.4946,,,,,,,,,,,,,,,,,,,,,,,,,,25.7085
441,03-20-CDS-09,Tap Water Filtered,3/20/2024,,-156.6858724777991,20.884066183020707,,,,,,,,16.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
442,3-20-24-JI-13,Tap Water,3/20/2024 15:03,,-156.6848332158331,20.883644007850776,,,,,,,,14.5428,,,,,,,,,,,,,,,7.4625,,,,,,,,,,,6.8752,,,,,,,,,,,5.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5866
443,3-20-24-JI-15,Tap Water,3/20/2024 15:01,,-156.68522442196237,20.88118118515277,,,,,,,,13.4308,,,,,,,,,,,,,,,11.38,,,,,,,,,,,9.174,,,,,,,,,,,6.881,,,,,,,,2.0313,,,,,,,,,,,,,,,,,,,,,,,,,,29.466300000000004
444,3-20-24-JI-16,Tap Water Filtered,3/20/2024 14:57,,-156.68466217244006,20.881939308762377,,,,,,,,14.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
445,3-20-24-JI-17,Tap Water,3/20/2024 15:00,,-156.68182474874712,20.884927443961896,,,,,,,,13.5932,,,,,,,,,,,,,,,6.543,,,,,,,,,,,6.3845,,,,,,,,,,,4.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8009
446,03-29-KDP-01,Tap Water,3/29/2024 13:12,,-156.3501415090691,20.706717701088508,,,,,,,,9.725,,,,,,,,,,,,,,,3.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0877
447,03-29-KDP-02,Tap Water Filtered,3/29/2024 13:14,,-156.35267193363785,20.70697369971333,,,,,,,,8.8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
448,03-29-KDP-03,Tap Water,3/29/2024 13:15,,-156.35053563948986,20.703327695929485,,,,,,,,14.5938,,,,,,,,,,,,,,1.3787,4.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3261
