Original Index,Sample Date,Lab Sample ID,Analyte,Reporting Value,Result,coordinates,x,y
621,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.673499116937, 20.8778024588536]",-156.673499116937,20.8778024588536
622,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.673694837097, 20.8777939340916]",-156.673694837097,20.8777939340916
622,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.673694837097, 20.8777939340916]",-156.673694837097,20.8777939340916
623,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.67372767487, 20.8777697116954]",-156.67372767487,20.8777697116954
623,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.67372767487, 20.8777697116954]",-156.67372767487,20.8777697116954
624,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.67700236587, 20.8809256139788]",-156.67700236587,20.8809256139788
624,4/24/2024,,Toluene,,0.5,"[-156.67700236587, 20.8809256139788]",-156.67700236587,20.8809256139788
625,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.67177086991, 20.8795217806312]",-156.67177086991,20.8795217806312
625,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.67177086991, 20.8795217806312]",-156.67177086991,20.8795217806312
626,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671785263524, 20.8795267080224]",-156.671785263524,20.8795267080224
626,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.671785263524, 20.8795267080224]",-156.671785263524,20.8795267080224
627,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.6718726634, 20.8804921347774]",-156.6718726634,20.8804921347774
627,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.6718726634, 20.8804921347774]",-156.6718726634,20.8804921347774
628,4/24/2024,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671838057118, 20.8804254022871]",-156.671838057118,20.8804254022871
628,4/24/2024,,,All VOCs are ND (Non-detect),,"[-156.671838057118, 20.8804254022871]",-156.671838057118,20.8804254022871
629,4/13/2024,,,All VOCs are ND (Non-detect),,"[-156.682294507761, 20.898986587157]",-156.682294507761,20.898986587157
630,4/15/2024,,,All VOCs are ND (Non-detect) ,,"[-156.669938632797, 20.882561314658]",-156.669938632797,20.882561314658
630,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.669938632797, 20.882561314658]",-156.669938632797,20.882561314658
631,4/15/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670065723308, 20.8826223381442]",-156.670065723308,20.8826223381442
631,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.670065723308, 20.8826223381442]",-156.670065723308,20.8826223381442
632,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.671029794451, 20.8829028204836]",-156.671029794451,20.8829028204836
633,4/15/2024,,,All VOCs are ND (Non-detect) ,,"[-156.671208131137, 20.8832897267779]",-156.671208131137,20.8832897267779
633,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.671208131137, 20.8832897267779]",-156.671208131137,20.8832897267779
633,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.671208131137, 20.8832897267779]",-156.671208131137,20.8832897267779
634,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.681360062842, 20.898198211413]",-156.681360062842,20.898198211413
634,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.681360062842, 20.898198211413]",-156.681360062842,20.898198211413
635,4/15/24,,,All VOCs are ND (Non-detect)  ,,"[-156.681379202614, 20.8985389889486]",-156.681379202614,20.8985389889486
635,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.681379202614, 20.8985389889486]",-156.681379202614,20.8985389889486
636,4/15/24,,,All VOCs are ND (Non-detect)  ,,"[-156.670966890281, 20.8826737135701]",-156.670966890281,20.8826737135701
636,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.670966890281, 20.8826737135701]",-156.670966890281,20.8826737135701
637,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.670947918147, 20.8826794439931]",-156.670947918147,20.8826794439931
637,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.670947918147, 20.8826794439931]",-156.670947918147,20.8826794439931
638,4/15/24,,,All VOCs are ND (Non-detect)  ,,"[-156.670695384039, 20.8833493218326]",-156.670695384039,20.8833493218326
638,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.670695384039, 20.8833493218326]",-156.670695384039,20.8833493218326
639,4/15/24,,,All VOCs are ND (Non-detect)  ,,"[-156.670559798556, 20.8834026559047]",-156.670559798556,20.8834026559047
639,4/15/2024,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.670559798556, 20.8834026559047]",-156.670559798556,20.8834026559047
640,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68188329185, 20.8994814559302]",-156.68188329185,20.8994814559302
640,4/29/2024,,,All VOCs are ND (Non-detect),,"[-156.68188329185, 20.8994814559302]",-156.68188329185,20.8994814559302
641,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.669218429903, 20.862280588297]",-156.669218429903,20.862280588297
642,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669597637802, 20.8624465405256]",-156.669597637802,20.8624465405256
643,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.676408027686, 20.8723074828364]",-156.676408027686,20.8723074828364
644,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.676487716032, 20.8724369525111]",-156.676487716032,20.8724369525111
644,05/10/2024,,,All SVOCs are U (not detected at or above the reporting limit)   ,,"[-156.676487716032, 20.8724369525111]",-156.676487716032,20.8724369525111
644,5/10/2024,,Dichloromethane,,0.28,"[-156.676487716032, 20.8724369525111]",-156.676487716032,20.8724369525111
645,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.674107222957, 20.8720373194008]",-156.674107222957,20.8720373194008
645,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.674107222957, 20.8720373194008]",-156.674107222957,20.8720373194008
645,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.674107222957, 20.8720373194008]",-156.674107222957,20.8720373194008
646,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675144628569, 20.8714952702254]",-156.675144628569,20.8714952702254
647,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.67505939473, 20.8715984610143]",-156.67505939473,20.8715984610143
648,4/18/24,,,All VOCs are ND (Non-detect)  ,,"[-156.672606240754, 20.8821965879428]",-156.672606240754,20.8821965879428
648,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672606240754, 20.8821965879428]",-156.672606240754,20.8821965879428
648,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.672606240754, 20.8821965879428]",-156.672606240754,20.8821965879428
649,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675049517521, 20.871613159938]",-156.675049517521,20.871613159938
650,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.674881839506, 20.8715850403789]",-156.674881839506,20.8715850403789
651,4/18/24,,,All VOCs are ND (Non-detect)  ,,"[-156.672634976165, 20.8822261392181]",-156.672634976165,20.8822261392181
651,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672634976165, 20.8822261392181]",-156.672634976165,20.8822261392181
651,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.672634976165, 20.8822261392181]",-156.672634976165,20.8822261392181
652,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.674653237371, 20.8716832584189]",-156.674653237371,20.8716832584189
653,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.668806545976, 20.861710812853]",-156.668806545976,20.861710812853
653,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.668806545976, 20.861710812853]",-156.668806545976,20.861710812853
654,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.66904506779, 20.8621062961351]",-156.66904506779,20.8621062961351
654,4/29/2024,,Dichloromethane,,0.66,"[-156.66904506779, 20.8621062961351]",-156.66904506779,20.8621062961351
655,4/18/2024,,Toluene,,0.76,"[-156.67282947847, 20.8824846020553]",-156.67282947847,20.8824846020553
655,4/18/2024,,Ethylbenzene,,0.94,"[-156.67282947847, 20.8824846020553]",-156.67282947847,20.8824846020553
655,4/18/2024,,Styrene,,1.3,"[-156.67282947847, 20.8824846020553]",-156.67282947847,20.8824846020553
656,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.669070229095, 20.8621217917435]",-156.669070229095,20.8621217917435
656,4/29/2024,,Dichloromethane,,0.39,"[-156.669070229095, 20.8621217917435]",-156.669070229095,20.8621217917435
657,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669976675905, 20.862948560466]",-156.669976675905,20.862948560466
657,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.669976675905, 20.862948560466]",-156.669976675905,20.862948560466
658,4/18/24,,,All VOCs are ND (Non-detect) ,,"[-156.672841716049, 20.882497445428]",-156.672841716049,20.882497445428
659,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.670019845986, 20.8629816003958]",-156.670019845986,20.8629816003958
659,4/29/2024,,Toluene,,0.31,"[-156.670019845986, 20.8629816003958]",-156.670019845986,20.8629816003958
660,4/18/2024,,Dichloromethane,,1.4,"[-156.671030610541, 20.8822398576231]",-156.671030610541,20.8822398576231
661,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669115719276, 20.8619831878827]",-156.669115719276,20.8619831878827
661,4/29/2024,,Dichloromethane,,0.43,"[-156.669115719276, 20.8619831878827]",-156.669115719276,20.8619831878827
662,4/18/24,,,All VOCs are ND (Non-detect)  ,,"[-156.670969740128, 20.8820393629812]",-156.670969740128,20.8820393629812
662,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670969740128, 20.8820393629812]",-156.670969740128,20.8820393629812
662,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.670969740128, 20.8820393629812]",-156.670969740128,20.8820393629812
663,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669163679358, 20.8620603671354]",-156.669163679358,20.8620603671354
663,4/29/2024,,Dichloromethane,,0.25,"[-156.669163679358, 20.8620603671354]",-156.669163679358,20.8620603671354
664,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669857127831, 20.8629833902873]",-156.669857127831,20.8629833902873
664,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.669857127831, 20.8629833902873]",-156.669857127831,20.8629833902873
665,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675987661341, 20.8720836881745]",-156.675987661341,20.8720836881745
665,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675987661341, 20.8720836881745]",-156.675987661341,20.8720836881745
666,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675799866779, 20.8753496622583]",-156.675799866779,20.8753496622583
666,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675799866779, 20.8753496622583]",-156.675799866779,20.8753496622583
667,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.66915144177, 20.8620470645996]",-156.66915144177,20.8620470645996
667,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.66915144177, 20.8620470645996]",-156.66915144177,20.8620470645996
668,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669658284712, 20.8625291896403]",-156.669658284712,20.8625291896403
668,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.669658284712, 20.8625291896403]",-156.669658284712,20.8625291896403
669,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.66981327594, 20.8636041399024]",-156.66981327594,20.8636041399024
669,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.66981327594, 20.8636041399024]",-156.66981327594,20.8636041399024
670,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675317543633, 20.8714209654462]",-156.675317543633,20.8714209654462
670,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675317543633, 20.8714209654462]",-156.675317543633,20.8714209654462
671,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675239909414, 20.8715242356903]",-156.675239909414,20.8715242356903
671,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675239909414, 20.8715242356903]",-156.675239909414,20.8715242356903
672,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675094880334, 20.8715077866509]",-156.675094880334,20.8715077866509
672,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675094880334, 20.8715077866509]",-156.675094880334,20.8715077866509
673,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675722764507, 20.8801882467708]",-156.675722764507,20.8801882467708
673,4/29/2024,,Dichloromethane,,0.73,"[-156.675722764507, 20.8801882467708]",-156.675722764507,20.8801882467708
674,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.673324667277, 20.8801410095874]",-156.673324667277,20.8801410095874
674,4/29/2024,,Dichloromethane,,0.5,"[-156.673324667277, 20.8801410095874]",-156.673324667277,20.8801410095874
675,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.673294715929, 20.8801689939695]",-156.673294715929,20.8801689939695
675,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.673294715929, 20.8801689939695]",-156.673294715929,20.8801689939695
676,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.672822142624, 20.8803373550932]",-156.672822142624,20.8803373550932
676,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.672822142624, 20.8803373550932]",-156.672822142624,20.8803373550932
677,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.671949435735, 20.8808807841137]",-156.671949435735,20.8808807841137
677,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.671949435735, 20.8808807841137]",-156.671949435735,20.8808807841137
678,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.669615002859, 20.8624719967334]",-156.669615002859,20.8624719967334
678,4/29/2024,,Dichloromethane,,0.43,"[-156.669615002859, 20.8624719967334]",-156.669615002859,20.8624719967334
679,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.682253027124, 20.8968131397455]",-156.682253027124,20.8968131397455
679,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.682253027124, 20.8968131397455]",-156.682253027124,20.8968131397455
680,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.674147988081, 20.8719946994886]",-156.674147988081,20.8719946994886
680,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.674147988081, 20.8719946994886]",-156.674147988081,20.8719946994886
681,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.674839243801, 20.8726536207218]",-156.674839243801,20.8726536207218
681,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.674839243801, 20.8726536207218]",-156.674839243801,20.8726536207218
682,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675367951204, 20.8731369899114]",-156.675367951204,20.8731369899114
682,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675367951204, 20.8731369899114]",-156.675367951204,20.8731369899114
683,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675661585671, 20.8737934396104]",-156.675661585671,20.8737934396104
683,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675661585671, 20.8737934396104]",-156.675661585671,20.8737934396104
684,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681768468818, 20.8963212958264]",-156.681768468818,20.8963212958264
684,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.681768468818, 20.8963212958264]",-156.681768468818,20.8963212958264
685,4/29/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.675213002425, 20.8721218178558]",-156.675213002425,20.8721218178558
685,4/29/24,,,All VOCs are ND (Non-detect),,"[-156.675213002425, 20.8721218178558]",-156.675213002425,20.8721218178558
686,4/29/2024,,Dichloromethane,,0.3,"[-156.670071914301, 20.862985399605]",-156.670071914301,20.862985399605
687,4/30/24,,,All VOCs are ND (Non-detect) ,,"[-156.671949840313, 20.8650298036849]",-156.671949840313,20.8650298036849
687,4/30/24,,,All SVOCs are ND(not detected at or above the reporting limit) ,,"[-156.671949840313, 20.8650298036849]",-156.671949840313,20.8650298036849
688,4/30/24,,,All VOCs are ND (Non-detect)  ,,"[-156.67195788694, 20.864969234376]",-156.67195788694,20.864969234376
688,4/30/2024,,Bis(2-ethylhexyl)adipate,,0.4,"[-156.67195788694, 20.864969234376]",-156.67195788694,20.864969234376
689,4/30/24,,,All VOCs are ND (Non-detect) ,,"[-156.68271724538, 20.8928922629208]",-156.68271724538,20.8928922629208
689,4/30/24,,,All SVOCs are ND(not detected at or above the reporting limit) ,,"[-156.68271724538, 20.8928922629208]",-156.68271724538,20.8928922629208
690,4/30/24,,,All VOCs are ND (Non-detect),,"[-156.682209452465, 20.898535516411]",-156.682209452465,20.898535516411
691,4/30/24,,,All VOCs are ND (Non-detect)  ,,"[-156.675739932871, 20.8739450312255]",-156.675739932871,20.8739450312255
691,04/30/2024,,,All SVOCs are ND (Non-detect),,"[-156.675739932871, 20.8739450312255]",-156.675739932871,20.8739450312255
692,4/30/24,,,All VOCs are ND (Non-detect) ,,"[-156.676251652924, 20.8742476313648]",-156.676251652924,20.8742476313648
692,4/30/24,,,All SVOCs are ND(not detected at or above the reporting limit) ,,"[-156.676251652924, 20.8742476313648]",-156.676251652924,20.8742476313648
693,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.681247935451, 20.8969963331623]",-156.681247935451,20.8969963331623
693,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.681247935451, 20.8969963331623]",-156.681247935451,20.8969963331623
694,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.680940465365, 20.8993839743536]",-156.680940465365,20.8993839743536
694,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.680940465365, 20.8993839743536]",-156.680940465365,20.8993839743536
695,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.68148883103, 20.8994860497938]",-156.68148883103,20.8994860497938
695,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.68148883103, 20.8994860497938]",-156.68148883103,20.8994860497938
696,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.682912150053, 20.8937734060681]",-156.682912150053,20.8937734060681
696,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.682912150053, 20.8937734060681]",-156.682912150053,20.8937734060681
697,4/20/2024,,Dichloromethane,,0.34,"[-156.680585906779, 20.896512086528]",-156.680585906779,20.896512086528
698,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.681279565277, 20.8964080378917]",-156.681279565277,20.8964080378917
698,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.681279565277, 20.8964080378917]",-156.681279565277,20.8964080378917
699,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.673765735822, 20.88019418817]",-156.673765735822,20.88019418817
699,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.673765735822, 20.88019418817]",-156.673765735822,20.88019418817
700,4/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.674220300352, 20.8809730441713]",-156.674220300352,20.8809730441713
700,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.674220300352, 20.8809730441713]",-156.674220300352,20.8809730441713
701,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.677282703803, 20.8812265493097]",-156.677282703803,20.8812265493097
701,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.677282703803, 20.8812265493097]",-156.677282703803,20.8812265493097
702,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672628579045, 20.8791214450051]",-156.672628579045,20.8791214450051
702,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672628579045, 20.8791214450051]",-156.672628579045,20.8791214450051
703,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672393059121, 20.8792918956498]",-156.672393059121,20.8792918956498
703,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672393059121, 20.8792918956498]",-156.672393059121,20.8792918956498
704,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672365342974, 20.879314450344]",-156.672365342974,20.879314450344
704,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672365342974, 20.879314450344]",-156.672365342974,20.879314450344
705,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672111132486, 20.87955033641]",-156.672111132486,20.87955033641
705,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672111132486, 20.87955033641]",-156.672111132486,20.87955033641
706,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.672002270758, 20.8808555398109]",-156.672002270758,20.8808555398109
706,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672002270758, 20.8808555398109]",-156.672002270758,20.8808555398109
707,4/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672242133675, 20.880748059571]",-156.672242133675,20.880748059571
707,04/20/2024,,,All SVOCs are ND (Non-detect),,"[-156.672242133675, 20.880748059571]",-156.672242133675,20.880748059571
708,4/19/2024,,,All VOCs are ND (Non-detect) ,,"[-156.682031045593, 20.8938827688555]",-156.682031045593,20.8938827688555
708,04/19/2024,,,All SVOCs are ND (Non-detect),,"[-156.682031045593, 20.8938827688555]",-156.682031045593,20.8938827688555
709,4/19/2024,,,All VOCs are ND (Non-detect) ,,"[-156.682500755615, 20.8920034761658]",-156.682500755615,20.8920034761658
709,04/19/2024,,,All SVOCs are ND (Non-detect),,"[-156.682500755615, 20.8920034761658]",-156.682500755615,20.8920034761658
710,4/19/2024,,,All VOCs are ND (Non-detect) ,,"[-156.681994835772, 20.8938770263451]",-156.681994835772,20.8938770263451
710,04/19/2024,,,All SVOCs are ND (Non-detect),,"[-156.681994835772, 20.8938770263451]",-156.681994835772,20.8938770263451
711,4/19/2024,,,All SVOCs are ND (Non-detect) ,,"[-156.682805554688, 20.8934959996376]",-156.682805554688,20.8934959996376
711,04/19/2024,,,All SVOCs are ND (Non-detect) ,,"[-156.682805554688, 20.8934959996376]",-156.682805554688,20.8934959996376
711,04/08/2024,,Toluene,,0.49,"[-156.682805554688, 20.8934959996376]",-156.682805554688,20.8934959996376
712,4/19/2024,,,All VOCs are ND (Non-detect),,"[-156.684030531378, 20.8926369232703]",-156.684030531378,20.8926369232703
712,4/26/24,,,All VOCs are ND (Non-detect)   ,,"[-156.684030531378, 20.8926369232703]",-156.684030531378,20.8926369232703
712,4/26/2024,,,All SVOCs are ND (Non-detect),,"[-156.684030531378, 20.8926369232703]",-156.684030531378,20.8926369232703
713,4/19/2024,,,All VOCs are ND (Non-detect) ,,"[-156.68320886004, 20.8903508658546]",-156.68320886004,20.8903508658546
713,04/19/2024,,,All SVOCs are ND (Non-detect),,"[-156.68320886004, 20.8903508658546]",-156.68320886004,20.8903508658546
714,4/19/2024,,Dichloromethane,,0.43,"[-156.667879130972, 20.8602867092041]",-156.667879130972,20.8602867092041
715,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.677323915974, 20.8812521172662]",-156.677323915974,20.8812521172662
715,05/09/2024,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.677323915974, 20.8812521172662]",-156.677323915974,20.8812521172662
715,5/9/2024,,Toluene,,0.39,"[-156.677323915974, 20.8812521172662]",-156.677323915974,20.8812521172662
715,5/9/2024,,Styrene,,0.32,"[-156.677323915974, 20.8812521172662]",-156.677323915974,20.8812521172662
716,4/20/2024,,Dichloromethane,,0.33,"[-156.673900440665, 20.8802872945655]",-156.673900440665,20.8802872945655
717,4/20/2024,,Dichloromethane,,0.41,"[-156.674209976095, 20.8810683971279]",-156.674209976095,20.8810683971279
717,4/20/2024,,Benzene,,1.3,"[-156.674209976095, 20.8810683971279]",-156.674209976095,20.8810683971279
718,4/20/2024,,Dichloromethane,,0.3,"[-156.67430521447, 20.8812831587468]",-156.67430521447,20.8812831587468
719,4/20/2024,,,All VOCs are ND (Non-detect) ,,"[-156.674112991995, 20.8813830807963]",-156.674112991995,20.8813830807963
719,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.674112991995, 20.8813830807963]",-156.674112991995,20.8813830807963
719,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.674112991995, 20.8813830807963]",-156.674112991995,20.8813830807963
720,4/20/2024,,Dichloromethane,,1.2,"[-156.674271517039, 20.8818350964651]",-156.674271517039,20.8818350964651
721,4/20/2024,,,All VOCs are ND (Non-detect),,"[-156.6737204155, 20.8807091615682]",-156.6737204155,20.8807091615682
722,4/20/2024,,Dichloromethane,,0.32,"[-156.673455795835, 20.8807792306961]",-156.673455795835,20.8807792306961
723,4/20/2024,,Dichloromethane,,1.5,"[-156.673392551615, 20.8807733038919]",-156.673392551615,20.8807733038919
724,4/16/2024,,,All VOCs are ND (Non-detect),,"[-156.67028518991, 20.8832052170174]",-156.67028518991,20.8832052170174
725,4/16/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670673785561, 20.8833747880622]",-156.670673785561,20.8833747880622
725,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670673785561, 20.8833747880622]",-156.670673785561,20.8833747880622
725,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.670673785561, 20.8833747880622]",-156.670673785561,20.8833747880622
726,4/16/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670405589631, 20.8831540234024]",-156.670405589631,20.8831540234024
726,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670405589631, 20.8831540234024]",-156.670405589631,20.8831540234024
726,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.670405589631, 20.8831540234024]",-156.670405589631,20.8831540234024
727,4/16/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670385430615, 20.8831284266266]",-156.670385430615,20.8831284266266
727,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.670385430615, 20.8831284266266]",-156.670385430615,20.8831284266266
727,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.670385430615, 20.8831284266266]",-156.670385430615,20.8831284266266
728,4/17/2024,,,All VOCs are ND (Non-detect) ,,"[-156.668479661046, 20.8602357564347]",-156.668479661046,20.8602357564347
728,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.668479661046, 20.8602357564347]",-156.668479661046,20.8602357564347
728,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.668479661046, 20.8602357564347]",-156.668479661046,20.8602357564347
729,4/17/2024,,,All VOCs are ND (Non-detect) ,,"[-156.666995205687, 20.8588366130516]",-156.666995205687,20.8588366130516
729,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.666995205687, 20.8588366130516]",-156.666995205687,20.8588366130516
729,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.666995205687, 20.8588366130516]",-156.666995205687,20.8588366130516
730,4/17/2024,,,All VOCs are ND (Non-detect) ,,"[-156.669235544581, 20.8601385751442]",-156.669235544581,20.8601385751442
730,5/6/2024,,,All VOCs are ND (Non-detect) ,,"[-156.669235544581, 20.8601385751442]",-156.669235544581,20.8601385751442
730,5/6/2024,,,All SVOCs are ND (Non-detect),,"[-156.669235544581, 20.8601385751442]",-156.669235544581,20.8601385751442
