Original Index,Sample Date,Lab Sample ID,Analyte,Reporting Value,Result,coordinates,x,y
306,04/04/2024,,Dichloromethane,,0.25,"[-156.68454822542, 20.8989562976087]",-156.68454822542,20.8989562976087
307,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.684541966987, 20.8989964293028]",-156.684541966987,20.8989964293028
307,04/04/2024,,Dichloromethane,,0.25,"[-156.684541966987, 20.8989964293028]",-156.684541966987,20.8989964293028
308,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683219250746, 20.8937007840047]",-156.683219250746,20.8937007840047
308,04/04/2024,,,All VOCs are ND (Non-detect) ,,"[-156.683219250746, 20.8937007840047]",-156.683219250746,20.8937007840047
308,,,Bis(2ethylhexyl)phthalate,,,"[-156.683219250746, 20.8937007840047]",-156.683219250746,20.8937007840047
309,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683263773169, 20.8936944797735]",-156.683263773169,20.8936944797735
309,04/04/2024,,,All VOCs are ND (Non-detect) ,,"[-156.683263773169, 20.8936944797735]",-156.683263773169,20.8936944797735
309,,,Bis(2ethylhexyl)phthalate,,,"[-156.683263773169, 20.8936944797735]",-156.683263773169,20.8936944797735
310,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.684595056896, 20.896391068946]",-156.684595056896,20.896391068946
310,04/04/2024,,Toluene,,36.0,"[-156.684595056896, 20.896391068946]",-156.684595056896,20.896391068946
311,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683615360736, 20.8952045773414]",-156.683615360736,20.8952045773414
311,04/04/2024,,,All VOCs are ND (Non-detect) ,,"[-156.683615360736, 20.8952045773414]",-156.683615360736,20.8952045773414
311,,,Bis(2ethylhexyl)phthalate,,,"[-156.683615360736, 20.8952045773414]",-156.683615360736,20.8952045773414
312,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.684528193792, 20.8984783216921]",-156.684528193792,20.8984783216921
312,4/04/24,,,All VOCs are ND (Non-detect)  ,,"[-156.684528193792, 20.8984783216921]",-156.684528193792,20.8984783216921
312,,,Bis(2ethylhexyl)phthalate,,,"[-156.684528193792, 20.8984783216921]",-156.684528193792,20.8984783216921
313,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68461029829, 20.89669111123]",-156.68461029829,20.89669111123
313,4/04/24,,,All VOCs are ND (Non-detect)  ,,"[-156.68461029829, 20.89669111123]",-156.68461029829,20.89669111123
313,,,Bis(2ethylhexyl)phthalate,,,"[-156.68461029829, 20.89669111123]",-156.68461029829,20.89669111123
314,4/4/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.684506481383, 20.893704244139]",-156.684506481383,20.893704244139
314,4/04/2024,,Dichloromethane,,0.28,"[-156.684506481383, 20.893704244139]",-156.684506481383,20.893704244139
314,4/04/2024,,Toluene,,26.0,"[-156.684506481383, 20.893704244139]",-156.684506481383,20.893704244139
315,03/19/24,,,All VOCs are ND (Non-detect) ,,"[-156.670686885351, 20.8626384031007]",-156.670686885351,20.8626384031007
315,,,Bis(2ethylhexyl)phthalate,,,"[-156.670686885351, 20.8626384031007]",-156.670686885351,20.8626384031007
316,03/19/24,,,All VOCs are ND (Non-detect) ,,"[-156.670596510597, 20.8624636915303]",-156.670596510597,20.8624636915303
316,,,Bis(2ethylhexyl)phthalate,,,"[-156.670596510597, 20.8624636915303]",-156.670596510597,20.8624636915303
317,4/5/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681972062527, 20.8908417150102]",-156.681972062527,20.8908417150102
317,4/05/24,,,All VOCs are ND (Non-detect)  ,,"[-156.681972062527, 20.8908417150102]",-156.681972062527,20.8908417150102
317,,,Bis(2ethylhexyl)phthalate,,,"[-156.681972062527, 20.8908417150102]",-156.681972062527,20.8908417150102
318,4/5/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681970490593, 20.8908189509421]",-156.681970490593,20.8908189509421
318,4/05/24,,,All VOCs are ND (Non-detect)  ,,"[-156.681970490593, 20.8908189509421]",-156.681970490593,20.8908189509421
318,,,Bis(2ethylhexyl)phthalate,,,"[-156.681970490593, 20.8908189509421]",-156.681970490593,20.8908189509421
319,4/5/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.681943541134, 20.8901385696356]",-156.681943541134,20.8901385696356
319,4/05/24,,,All VOCs are ND (Non-detect)   ,,"[-156.681943541134, 20.8901385696356]",-156.681943541134,20.8901385696356
319,,,Bis(2ethylhexyl)phthalate,,,"[-156.681943541134, 20.8901385696356]",-156.681943541134,20.8901385696356
320,4/6/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.682522392802, 20.8911959382738]",-156.682522392802,20.8911959382738
320,4/06/24,,,All VOCs are ND (Non-detect)  ,,"[-156.682522392802, 20.8911959382738]",-156.682522392802,20.8911959382738
320,,,Bis(2ethylhexyl)phthalate,,,"[-156.682522392802, 20.8911959382738]",-156.682522392802,20.8911959382738
321,4/6/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.682515711867, 20.8912072160662]",-156.682515711867,20.8912072160662
321,4/06/24,,,All VOCs are ND (Non-detect)  ,,"[-156.682515711867, 20.8912072160662]",-156.682515711867,20.8912072160662
321,,,Bis(2ethylhexyl)phthalate,,,"[-156.682515711867, 20.8912072160662]",-156.682515711867,20.8912072160662
322,4/6/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.682612224362, 20.8898502818325]",-156.682612224362,20.8898502818325
322,4/06/24,,,All VOCs are ND (Non-detect)  ,,"[-156.682612224362, 20.8898502818325]",-156.682612224362,20.8898502818325
322,,,Bis(2ethylhexyl)phthalate,,,"[-156.682612224362, 20.8898502818325]",-156.682612224362,20.8898502818325
323,3/21/24,,,All VOCs are ND (Non-detect) ,,"[-156.671936364584, 20.8640602806775]",-156.671936364584,20.8640602806775
323,,,Bis(2ethylhexyl)phthalate,,,"[-156.671936364584, 20.8640602806775]",-156.671936364584,20.8640602806775
324,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683501528294, 20.891777239713]",-156.683501528294,20.891777239713
324,4/8/2024,,Dichloromethane,,0.28,"[-156.683501528294, 20.891777239713]",-156.683501528294,20.891777239713
325,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.684050086271, 20.8937497668465]",-156.684050086271,20.8937497668465
325,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.684050086271, 20.8937497668465]",-156.684050086271,20.8937497668465
326,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.680574935989, 20.8942086363132]",-156.680574935989,20.8942086363132
326,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.680574935989, 20.8942086363132]",-156.680574935989,20.8942086363132
327,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.680920276641, 20.8941628757595]",-156.680920276641,20.8941628757595
327,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.680920276641, 20.8941628757595]",-156.680920276641,20.8941628757595
328,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.681659450015, 20.8940651297103]",-156.681659450015,20.8940651297103
328,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.681659450015, 20.8940651297103]",-156.681659450015,20.8940651297103
329,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.680610613864, 20.8940694647392]",-156.680610613864,20.8940694647392
329,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.680610613864, 20.8940694647392]",-156.680610613864,20.8940694647392
330,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681276431028, 20.8939687158296]",-156.681276431028,20.8939687158296
330,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.681276431028, 20.8939687158296]",-156.681276431028,20.8939687158296
331,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681294354904, 20.8939711820231]",-156.681294354904,20.8939711820231
331,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.681294354904, 20.8939711820231]",-156.681294354904,20.8939711820231
332,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.682691129017, 20.8924037360263]",-156.682691129017,20.8924037360263
332,4/8/2024,,Toluene,,0.44,"[-156.682691129017, 20.8924037360263]",-156.682691129017,20.8924037360263
333,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.684113276743, 20.894277327197]",-156.684113276743,20.894277327197
333,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.684113276743, 20.894277327197]",-156.684113276743,20.894277327197
334,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.680283686546, 20.8942560673793]",-156.680283686546,20.8942560673793
334,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.680283686546, 20.8942560673793]",-156.680283686546,20.8942560673793
335,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683577501729, 20.8919765331653]",-156.683577501729,20.8919765331653
335,4/8/2024,,Benzene,,0.26,"[-156.683577501729, 20.8919765331653]",-156.683577501729,20.8919765331653
336,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit),,"[-156.683605217916, 20.8919957448133]",-156.683605217916,20.8919957448133
336,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.683605217916, 20.8919957448133]",-156.683605217916,20.8919957448133
337,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683817194849, 20.8919804109582]",-156.683817194849,20.8919804109582
337,4/8/2024,,Dichloromethane,,0.35,"[-156.683817194849, 20.8919804109582]",-156.683817194849,20.8919804109582
337,4/8/2024,,Benzene,,1.1,"[-156.683817194849, 20.8919804109582]",-156.683817194849,20.8919804109582
337,4/8/2024,,Toluene,,0.43,"[-156.683817194849, 20.8919804109582]",-156.683817194849,20.8919804109582
338,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683829669369, 20.8919595287564]",-156.683829669369,20.8919595287564
338,4/8/2024,,Dichloromethane,,0.29,"[-156.683829669369, 20.8919595287564]",-156.683829669369,20.8919595287564
338,4/8/2024,,Benzene,,0.78,"[-156.683829669369, 20.8919595287564]",-156.683829669369,20.8919595287564
338,4/8/2024,,Toluene,,0.32,"[-156.683829669369, 20.8919595287564]",-156.683829669369,20.8919595287564
339,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.683759762055, 20.891774733844]",-156.683759762055,20.891774733844
339,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.683759762055, 20.891774733844]",-156.683759762055,20.891774733844
340,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683741880689, 20.8917595796346]",-156.683741880689,20.8917595796346
340,4/8/2024,,Toluene,,0.44,"[-156.683741880689, 20.8917595796346]",-156.683741880689,20.8917595796346
340,4/8/2024,,Ethylbenzene,,0.41,"[-156.683741880689, 20.8917595796346]",-156.683741880689,20.8917595796346
340,4/8/2024,,Styrene,,0.73,"[-156.683741880689, 20.8917595796346]",-156.683741880689,20.8917595796346
341,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.68196732468, 20.8929194986719]",-156.68196732468,20.8929194986719
341,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.68196732468, 20.8929194986719]",-156.68196732468,20.8929194986719
342,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.681782127367, 20.8913245773669]",-156.681782127367,20.8913245773669
342,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.681782127367, 20.8913245773669]",-156.681782127367,20.8913245773669
343,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683063376698, 20.8896997082678]",-156.683063376698,20.8896997082678
343,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.683063376698, 20.8896997082678]",-156.683063376698,20.8896997082678
344,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68303838519, 20.8897210084472]",-156.68303838519,20.8897210084472
344,4/8/2024,,Toluene,,0.76,"[-156.68303838519, 20.8897210084472]",-156.68303838519,20.8897210084472
345,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683025953141, 20.8894931927009]",-156.683025953141,20.8894931927009
345,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.683025953141, 20.8894931927009]",-156.683025953141,20.8894931927009
346,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.683000919203, 20.8894810808289]",-156.683000919203,20.8894810808289
346,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.683000919203, 20.8894810808289]",-156.683000919203,20.8894810808289
347,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681030799154, 20.8931482238422]",-156.681030799154,20.8931482238422
347,4/8/2024,,Dichloromethane,,1.0,"[-156.681030799154, 20.8931482238422]",-156.681030799154,20.8931482238422
347,4/8/2024,,Toluene,,0.27,"[-156.681030799154, 20.8931482238422]",-156.681030799154,20.8931482238422
347,4/8/2024,,Ethylbenzene,,0.54,"[-156.681030799154, 20.8931482238422]",-156.681030799154,20.8931482238422
347,4/8/2024,,m&p-Xylene,,0.5,"[-156.681030799154, 20.8931482238422]",-156.681030799154,20.8931482238422
347,4/8/2024,,& o-Xylene,,0.28,"[-156.681030799154, 20.8931482238422]",-156.681030799154,20.8931482238422
348,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.681264765706, 20.892758489585]",-156.681264765706,20.892758489585
348,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.681264765706, 20.892758489585]",-156.681264765706,20.892758489585
349,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681243308034, 20.8927696865665]",-156.681243308034,20.8927696865665
349,4/8/2024,,Benzene,,1.6,"[-156.681243308034, 20.8927696865665]",-156.681243308034,20.8927696865665
349,4/8/2024,,Toluene,,0.29,"[-156.681243308034, 20.8927696865665]",-156.681243308034,20.8927696865665
349,4/8/2024,,Ethylbenzene,,0.79,"[-156.681243308034, 20.8927696865665]",-156.681243308034,20.8927696865665
349,4/8/2024,,Styrene,,0.47,"[-156.681243308034, 20.8927696865665]",-156.681243308034,20.8927696865665
350,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681869319156, 20.8915414125315]",-156.681869319156,20.8915414125315
350,4/8/2024,,,All VOCs are ND (Non-detect),,"[-156.681869319156, 20.8915414125315]",-156.681869319156,20.8915414125315
351,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.682234009749, 20.8953113414961]",-156.682234009749,20.8953113414961
351,04/08/2024,,,All VOCs are ND (Non-detect),,"[-156.682234009749, 20.8953113414961]",-156.682234009749,20.8953113414961
352,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68157787778, 20.8953323423269]",-156.68157787778,20.8953323423269
352,04/08/2024,,,All VOCs are ND (Non-detect) ,,"[-156.68157787778, 20.8953323423269]",-156.68157787778,20.8953323423269
352,,,Heptachlor,,0.058,"[-156.68157787778, 20.8953323423269]",-156.68157787778,20.8953323423269
352,,,Hexachlorobenzene,,0.058,"[-156.68157787778, 20.8953323423269]",-156.68157787778,20.8953323423269
353,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.682346405211, 20.8928742743734]",-156.682346405211,20.8928742743734
353,04/08/2024,,Toluene,,0.92,"[-156.682346405211, 20.8928742743734]",-156.682346405211,20.8928742743734
354,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.68237335467, 20.8928695216555]",-156.68237335467,20.8928695216555
354,04/08/2024,,,All VOCs are ND (Non-detect),,"[-156.68237335467, 20.8928695216555]",-156.68237335467,20.8928695216555
355,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit)  ,,"[-156.681686622977, 20.8954981116355]",-156.681686622977,20.8954981116355
355,04/08/2024,,,All VOCs are ND (Non-detect),,"[-156.681686622977, 20.8954981116355]",-156.681686622977,20.8954981116355
356,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.682831187062, 20.8935110985875]",-156.682831187062,20.8935110985875
356,04/08/2024,,Toluene,,0.39,"[-156.682831187062, 20.8935110985875]",-156.682831187062,20.8935110985875
357,4/8/24,,,All SVOCs are U (not detected at or above the reporting limit) ,,"[-156.681228651979, 20.8953625203833]",-156.681228651979,20.8953625203833
357,04/08/2024,,,All VOCs are ND (Non-detect),,"[-156.681228651979, 20.8953625203833]",-156.681228651979,20.8953625203833
358,04/01/24,,,All VOCs are ND (Non-detect) ,,"[-156.683156496045, 20.8984832142933]",-156.683156496045,20.8984832142933
359,04/01/24,,,All VOCs are ND (Non-detect) ,,"[-156.683367536452, 20.8980569620118]",-156.683367536452,20.8980569620118
360,4/5/2024,,,All SVOCs are U (not detected at or above the reporting limit)   ,,"[-156.681811151825, 20.8910092000032]",-156.681811151825,20.8910092000032
360,4/5/2024,,Toluene,,0.59,"[-156.681811151825, 20.8910092000032]",-156.681811151825,20.8910092000032
361,4/5/2024,,,All SVOCs are U (not detected at or above the reporting limit)   ,,"[-156.681945595682, 20.8904734573058]",-156.681945595682,20.8904734573058
361,4/5/2024,,Benzene,,0.39,"[-156.681945595682, 20.8904734573058]",-156.681945595682,20.8904734573058
361,4/5/2024,,Toluene,,2.0,"[-156.681945595682, 20.8904734573058]",-156.681945595682,20.8904734573058
361,4/5/2024,,Ethylbenzene,,16.0,"[-156.681945595682, 20.8904734573058]",-156.681945595682,20.8904734573058
361,4/5/2024,,Styrene,,0.37,"[-156.681945595682, 20.8904734573058]",-156.681945595682,20.8904734573058
