,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total trihalomethanes (TTHMs)
352,12-6-KDP-1,Tap Water,12/8/2023 22:24:49,,-156.30781923610638,20.77524692350514,,,,,,,,1.9807,,,,,,,,,,,,,,,18.8322,,,,,,,,,,,2.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4952
353,12-8-KDP-4,Tap Water,12/8/2023 22:32:40,,-156.32589781987463,20.786262441131303,,,,,,,,5.8998,,,,,,,,,,2.4563,,,,,2.5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5564
354,12-8-KDP-5,Tap Water Filtered,12/8/2023 22:34:12,,-156.3253422001394,20.786013756273466,,,,,,,,,,,,,,,,,,,,,,,3.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8722
355,12-8-KDP-6,Tap Water Filtered,12/8/2023 22:35:36,,-156.32800353749698,20.786732134970936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
356,12-8-KDP-7,Other,12/8/2023 22:37:34,,-156.32828054092028,20.789631775535504,,,,,,,,5.5208,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64
357,12-8-KDP-8,Tap Water,12/8/2023 22:39:22,,-156.3259791578217,20.790429589090618,,,,,,,,7.6464,,,,,,,,,,,,,,,3.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0004
358,12-12-23-JI-05,Tap Water Filtered,12/12/2023 9:04:23,,-156.6847089590803,20.88373323312256,,,,,,,,50.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3428,,,,,,,,,,,,,,,,,,,,,,,,,,1.3428
359,12-12-23-JI-06,Tap Water Filtered,12/12/2023 9:06:10,,-156.68188881717188,20.885070911778104,,,,,,,,101.3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
360,12-12-23-JI-01,Tap Water Filtered,12/12/2023 9:10:01,,-156.6836096482487,20.88181871349654,,,,,,,,79.0867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
361,12-12-23-JI-02,Tap Water,12/12/2023 9:11:03,,-156.6865934185351,20.882429058805403,,,,,,,,106.3395,,,,,,,,,,,,,,,6.6138,,,,,,,,,,,5.2137,,,,,,,,,,,3.3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.197100000000002
362,12-13-23-JI-01,Tap Water Filtered,12/13/2023 13:52:58,,-156.68364033975865,20.884726242956443,,,,,,,,77.4382,,,,,,,,,,,,,,,15.159,,,,,,,,,,,5.8703,,,,,,,,,,,2.5863,,,,,,,,1.0665,,,,,,,,,,,,,,,,,,,,,,,,,,24.6821
363,12-13-23-JI-02,Tap Water,12/13/2023 13:55:35,,-156.68464637699097,20.884503013724675,,,,,,,,68.3729,,,,,,,,,,,,,,,11.6138,,,,,,,,,,,8.1751,,,,,,,,,,,5.1171,,,,,,,,1.1941,,,,,,,,,,,,,,,,,,,,,,,,,,26.100099999999998
364,12-13-23-JI-03,Tap Water,12/13/2023 13:57:42,,-156.67832183521767,20.884886966116035,,1.6691,,,,,,91.5264,,,,,,,,,,,,,,,14.5194,,,,,,,,,1.0689,,4.6318,,,,,,,,,,,3.5132,,,,,,,,9.6623,,,,,,,,,,,,,,,,,,,,,,,,,,32.3267
365,12-14-23-JI-01,Tap Water,12/14/2023 11:04:58,,-156.68547943784895,20.951692751466584,,,,,,,,75.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6961,,,,,,,,16.1471,,,,,,,,,,,,,,,,,,,,,,,,,,17.8432
366,12-14-23-JI-02,Tap Water,12/14/2023 11:07:02,,-156.6660924488119,20.884011497289315,,,,,,,,74.0075,,,,,,,,,,3.005,,,,,12.7838,,,,,,,,,,,3.5263,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6801
367,12-28-23-JI-02,Tap Water,12/29/2023 15:06:58,,-156.68650375948323,20.879288877318764,,,,,,,,35.7211,,,,,,,,,,6.8379,,,,5.7213,46.6734,,,,,,,,,,,14.2597,,,,,,,,,,,5.1963,,,,,,,,1.3992,,,,,,,,,,,,,,,,,,,,,,,,,,67.5286
368,12-28-23-JI-03,Tap Water Filtered,12/29/2023 15:08:55,,-156.68301990336676,20.882840697710964,,,,,,,,3.3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
369,12-28-23-JI-04,Pool/open water,12/29/2023 15:11:07,,-156.67736239478916,20.865338357044696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
370,12-28-23-JI-05,Tap Water Filtered,12/29/2023 15:16:03,,-156.68293256330844,20.89802340543191,,,,,,,,8.3951,,,,,,,,,,,,,,,13.9962,,,,,,,,,,,2.8244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8206
371,12-28-23-JI-06,Tap Water Filtered,12/29/2023 15:17:21,,-156.68218252148017,20.896839147959767,,,,,,,,19.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
372,12-28-23-JI-07,Tap Water,12/29/2023 15:18:22,,-156.68252453841032,20.898179154387744,,,,,,,,26.2868,,,,,,,,,,,,,,,31.4676,,,,,,,,,,,12.1955,,,,,,,,,,,5.423,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,50.4717
373,12-29-23-JI-01,Tap Water Filtered,12/29/2023 15:21:17,,-156.68287949562327,20.883252035284393,,,,,,,,25.8537,,,,,,,,,,,,,,,74.8262,,,,,,,,,,,11.549,,,,,,,,,,,1.7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.1583
374,12-29-23-JI-02,Tap Water Filtered,12/29/2023 15:22:54,,-156.6865866529431,20.880430267716875,,,,,,,,8.4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
375,01-03-KDP-1,Tap Water Filtered,1/3/2024 13:31:15,,-156.31149885924754,20.77781784785713,,,,,,,,8.4703,,,,,,,,,,3.6095,,,,,50.5978,,,,,,,,,,,4.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6853
376,01-03-KDP-2,Tap Water,1/3/2024 2:15:00 PM,,-156.3154580324064,20.7785126893887,,,,,,,,7.273,,,,,,,,,,,,,,,33.3143,,,,,,,,,,,2.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2207
377,01-04-KDP-1,Tap Water,1/4/2024 4:45:00 PM,,-156.31060399852177,20.773586377924772,,,,,,,,3.6465,,,,,,,,,,,,,,,53.5779,,,,,,,,,,,4.8475,,,,,,,,,,,1.8328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2582
378,01-04-KDP-3,Tap Water,1/4/2024 23:15:58,,-156.30770574513326,20.77255718038743,,,,,,,,12.4937,,,,,,,,,,,,,,,2.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8865
379,01-04-KDP-4,Tap Water,1/4/2024 23:16:58,,-156.304289389271,20.775802441876593,,,,,,,,10.9364,,,,,,,,,,,,,,,2.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1174
380,01-04-KDP-5,Tap Water,1/4/2024 23:17:58,,-156.3088539870977,20.77561391546407,,,,,,,,11.9606,,,,,,,,,,,,,,,2.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0572
381,01-04-KDP-6,Tap Water,1/4/2024 23:18:58,,-156.30733126026462,20.772157589757267,,,,,,,,11.0113,,,,,,,,,,,,,,,1.3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3474
382,LLH240110-1,,1/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
383,LPS240110-1,,1/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
384,PFF240110-1,,1/10/2024,,,,,,,,,,,2.0211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
385,01-19-KDP-01,Tap Water Filtered,1/19/2024,,-156.28764985881827,20.816675573754505,,,,,,,,5.0153,,,,,,,,,,,,,,,1.9224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9224
386,01-19-KDP-02,Tap Water,1/19/2024,,-156.27857049187793,20.821518359839377,,,,,,,,17.8211,,,,,,,,,,,,,,,2.5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5941
387,01-19-KDP-03,Tap Water,1/19/2024,,-156.28810277563153,20.83822363755598,,,,,,,,10.7805,,,,,,,,,,,,,,,26.3917,,,,,,,,,,,1.7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1038
388,01-19-KDP-04,Tap Water Filtered,1/19/2024,,-156.2881191519194,20.83560852777522,,,,,,,,5.9077,,,,,,,,,,,,,,,1.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6357
389,01-19-KDP-05,Tap Water,1/19/2024,,-156.2876002870354,20.837863769504473,,,,,,,,8.0895,,,,,,,,,,,,,,,72.2637,,,,,,,,,,,3.9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.216
390,01-19-KDP-07,Tap Water,1/19/2024,,-156.2895142505127,20.84028669720903,,,,,,,,11.5702,,,,,,,,,,,,,,,42.3325,,,,,,,,,,,3.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.727500000000006
391,01.26.KDP.01,Tap Water Filtered,1/26/2024,,-156.30995839715047,20.770430052812245,,,,,,,,11.5521,,,,,,,,,,,,,,,2.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5423
392,01.26.KDP.02,Tap Water,1/26/2024,,-156.30992080669097,20.770127260359228,,,,,,,,13.5666,,,,,,,,,,,,,,,2.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3864
393,01.26.KDP.03,Tap Water,1/26/2024,,-156.31504040603252,20.78241133938957,,,,,,,,15.4965,,,,,,,,,,,,,,,32.0745,,,,,,,,,,,2.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.262
394,01.26.KDP.04,Tap Water Filtered,1/26/2024,,-156.31766930371896,20.782471952909116,,,,,,,,12.2748,,,,,,,,,,,,,,,32.8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8186
395,01.26.KDP.05,Tap Water,1/26/2024,,-156.3283494552629,20.76086654449068,,,,,,,,10.3418,,,,,,,,,,,,,,,2.2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2812
396,01.26.KDP.06,Tap Water Filtered,1/26/2024,,-156.326086954904,20.762806985136734,,,,,,,,10.6894,,,,,,,,,,,,,,3.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
397,02-02-KDP-01,Tap Water,2/2/2024,,-156.29549771277263,20.824757203345087,,,,,,,,30.7675,,,,,,,,,,11.9443,,,,4.2593,14.1576,,,,,,,,,,,2.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3268
398,02-02-KDP-02,Tap Water Filtered,2/2/2024,,-156.29262577392794,20.821879321309172,,,,,,,,24.7984,,,,,,,,,,,,,,,28.8886,,,,,,,,,,,2.3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2453
399,02-02-KDP-03,Tap Water,2/2/2024,,-156.33031985224562,20.82214310024373,,,,,,,,29.0611,,,,,,,,,,,,,,,65.6697,,,,,,,,,,,7.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.906
400,02-02-KDP-04,Tap Water,2/2/2024,,-156.33710125455713,20.84226120726345,,,,,,,,16.3557,,,,,,,,,,,,,,1.0283,15.7621,,,,,,,,,,,6.368,,,,,,,,,,,4.4943,,,,,,,,1.3927,,,,,,,,,,,,,,,,,,,,,,,,,,28.0171
401,02-02-KDP-05,Tap Water Filtered,2/2/2024,,-156.33404326286032,20.84186053938722,,,,,,,,10.5215,,,,,,,,,,,,,,,14.0509,,,,,,,,,,,5.285,,,,,,,,,,,2.9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.293300000000002
402,02-02-KDP-06,Tap Water Filtered,2/2/2024,,-156.33354847710632,20.84185864658184,,,,,,,,11.6795,,,,,,,,,,,,,,2.1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
403,02-02-KDP-07,Tap Water Filtered,2/2/2024,,-156.33347433790405,20.841936771240103,,,,,,,,10.0429,,,,,,,,,,,,,,1.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
404,02-01-24-JI-01,Tap Water,2/14/2024 8:53:57,,-156.68285460836933,20.89629890947469,,,,,,,,222.4879,,,,,,,,,,,,,,4.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
405,02-01-24-JI-02,Tap Water Filtered,2/14/2024 9:03:54,,-156.68207357888804,20.899639722196813,,,,,,,,135.1698,,,,,,,,,,,,,,3.6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
406,02-13-24-JI-01,Tap Water,2/14/2024 9:06:30,,-156.68781037909775,20.92206797036261,,,,,,,,42.6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8007,,,,,,,,,,,,,,,,,,,,,,,,,,9.8007
407,02-13-24-JI-02,Tap Water Filtered,2/14/2024 9:08:47,,-156.6872735504435,20.92139294821522,,,,,,,,32.6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
408,02-15-24-JI-01,Tap Water,2/15/2024 15:30:24,,-156.66535798134885,20.997985386000636,,,,,,,,18.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8392,,,,,,,,,,,,,,,,,,,,,,,,,,3.8392
409,02-15-24-JI-02,Tap Water,2/15/2024 15:36:49,,-156.67989645572797,20.97351783992957,,,,,,,,30.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1567,,,,,,,,,,,,,,,,,,,,,,,,,,3.1567
410,02-15-24-JI-03,Tap Water Filtered,2/15/2024 15:40:29,,-156.6879933711083,20.95617132315683,,,,,,,,67.0406,,,,,,,,,,,,,,,2.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0984
411,02-15-24-JI-04,Tap Water,2/15/2024 15:42:08,,-156.687491110012,20.952418916043403,,,,,,,,135.6055,,,,,,,,,,,,,,1.0728,9.7184,,,,,,,,,,,6.3924,,,,,,,,,,,2.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9887
412,02-15-24-JI-05,Tap Water,2/15/2024 15:43:53,,-156.69327454479568,20.93822744795824,,,,,,,,57.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7098,,,,,,,,,,,,,,,,,,,,,,,,,,3.7098
413,02-15-24-JI-06,,,,,,,,,,,,,194.8803,,,,,,,,,,,,,,10.6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8825,,,,,,,,,,,,,,,,,,,,,,,,,,2.8825
414,02-15-24-JI-07,Tap Water,2/15/2024 16:19:13,,-156.67402900150844,20.870390073150404,,,,,,,,54.9738,,,,,,,,,,,,,,,12.9917,,,,,,,,,,,8.4324,,,,,,,,,,,4.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4857
415,02-15-24-JI-08,Tap Water,2/15/2024 16:20:49,,-156.68238686828457,20.904075590038826,,,,,,,,130.0185,,,,,,,,,,10.9188,,,,21.3129,15.9962,,,,,,,,,,,9.8964,,,,,,,,,,,4.5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4313
416,02-15-24-JI-09,Tap Water,2/15/2024 16:21:56,,-156.68553687013454,20.904532990914433,,,,,,,,64.0366,,,,,,,,,,,,,,,14.6579,,,,,,,,,,,9.1268,,,,,,,,,,,4.1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.900799999999997
417,02-15-24-JI-10,Tap Water Filtered,2/15/2024 16:23:22,,-156.68283235179516,20.90183171498385,,,,,,,,105.8646,,,,,,,,,,,,,,,7.3899,,,,,,,,,,,3.1211,,,,,,,,,,,1.3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.866299999999999
418,2-22-CKS-1,Tap Water,2/22/2024 10:43:49,,-156.47767786575093,20.89176243068539,,,,,,,,20.3834,,,,,,,,,,2.0299,,,,,1.4451,,,,,,,,,,,2.69,,,,,,,,,,,5.0437,,,,,,,,4.6441,,,,,,,,,,,,,,,,,,,,,,,,,,13.8229
419,2-22-CKS-2,Tap Water Filtered,2/22/2024 10:49:46,,-156.48057918898365,20.891971349242464,,,,,,,,18.7669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
420,03-09-KDP-01,Tap Water,3/9/2024 13:50:00,,-156.33390876228992,20.78054168133833,,,,,,,,6.9276,,,,,,,,,,,,,,,42.8943,,,,,,,,,,,4.3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2822
421,03-09-KDP-02,Tap Water Filtered,3/9/2024 13:50:00,,-156.3332655670525,20.78012397960043,,,,,,,,7.6023,,,,,,,,,,,,,,,25.2775,,,,,,,,,,,2.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8604
422,03-09-KDP-03,Tap Water Filtered,3/9/2024 13:50:00,,-156.33619157330725,20.780093994387514,,,,,,,,6.7665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
423,03-11-KDP-01,Tap Water,3/11/2024 9:23:00,,-156.30756458974955,20.778221129295513,,,,,,,,6.0619,,,,,,,,,,,,,,1.2831,6.1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1464
424,03-11-KDP-02,Tap Water Filtered,3/11/2024 9:23:00,,-156.31022325373465,20.778070370068463,,,,,,,,9.3837,,,,,,,,,,,,,,,6.8071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8071
425,03-11-KDP-03,Tap Water Filtered,3/11/2024 9:23:00,,-156.31031583596143,20.77851694588221,,,,,,,,5.1724,,,,,,,,,,,,,,,3.5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5453
426,03-11-KDP-04,Tap Water,3/11/2024 9:23:00,,-156.33309557430013,20.793144550303506,,,,,,,,8.9198,,,,,,,,,,,,,,,55.4868,,,,,,,,,,,5.1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5919
427,03-11-KDP-05,Tap Water Filtered ,3/11/2024 9:23:00,,-156.3325020491646,20.79359299844423,,,,,,,,9.6566,,,,,,,,,,,,,,,81.3635,,,,,,,,,,,5.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1255
428,03-11-KDP-06,Tap Water Filtered ,3/11/2024 9:23:00,,-156.33246447491922,20.79298477183461,,,,,,,,4.2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
429,03-11-KDP-07,Tap Water Filtered,3/11/2024 9:23:00,,-156.32962286503374,20.790263473265274,,,,,,,,7.7303,,,,,,,,,,,,,,,1.0002,,,,,,,,,,,2.9961,,,,,,,,,,,8.9349,,,,,,,,18.2744,,,,,,,,,,,,,,,,,,,,,,,,,,31.205599999999997
430,03-11-24-JI-01,Tap Water,3/11/2024 11:31:06,,-156.68603736182752,20.88192582580181,,,,,,,,56.2946,,,,,,,,,,,,,,,11.8033,,,,,,,,,,,7.0802,,,,,,,,,,,4.9391,,,,,,,,1.258,,,,,,,,,,,,,,,,,,,,,,,,,,25.0806
431,03-11-24-02-JI,Tap Water,3/11/2024 11:42:47,,-156.68371229266145,20.885024941174667,,,,,,,,46.5322,,,,,,,,,,,,,,,11.9277,,,,,,,,,,,7.6614,,,,,,,,,,,5.1763,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,26.135400000000004
432,03-13-CTH-01,,3/13/2024,,,,,,,,,,,2.1305,,,,,,,,,,,,,,,15.9922,,,,,,,,,,,7.2731,,,,,,,,,,,4.7849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0502
433,03-20-CKS-1,Other,3/20/2024 10:28:23,,,,,,,,,,,7.7804,,,,,,,,,,,,,,,1.3188,,,,,,,,,,,2.9075,,,,,,,,,,,9.0042,,,,,,,,16.2665,,,,,,,,,,,,,,,,,,,,,,,,,,29.497
434,03-20-CDS-01,Tap Water,3/20/2024 10:50:02,,-156.68500005269036,20.881677554467608,,,,,,,,31.5283,,,,,,,,,,2.4416,,,,,13.7614,,,,,,,,,,,4.3442,,,,,,,,,,,4.557,,,,,,,,5.1633,,,,,,,,,,,,,,,,,,,,,,,,,,27.8259
435,03-20-CDS-02,Tap Water Filtered,3/20/2024 10:51:33,,-156.68455861650597,20.88499524932142,,,,,,,,9.2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
436,03-20-CDS-03,Tap Water,3/20/2024 11:13:47,,-156.68113250844104,20.884616044642335,,,,,,,,22.9662,,,,,,,,,,2.4207,,,,,27.5275,,,,,,,,,,,14.2901,,,,,,,,,,,9.0946,,,,,,,,2.8508,,,,,,,,,,,,,,,,,,,,,,,,,,53.763000000000005
437,03-20-CDS-04,Tap Water Filtered,3/20/2024 11:15:18,,-156.6843254391072,20.88152985166228,,,,,,,,5.5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
438,03-20-CDS-05,Tap Water,3/20/2024,,-156.6818522216562,20.881050521579084,,,,,,,,28.6002,,,,,,,,,,2.1292,,,,,6.5146,,,,,,,,,,,6.0941,,,,,,,,,,,4.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1159
439,03-20-CDS-06,Tap Water,3/20/2024,,-156.68245847758598,20.88118359480879,,,,,,,,16.7905,,,,,,,,,,4.4012,,,,,6.0248,,,,,,,,,,,3.8225,,,,,,,,,,,3.0269,,,,,,,,1.3175,,,,,,,,,,,,,,,,,,,,,,,,,,14.1917
440,03-20-CDS-07,Tap Water Filtered,3/20/2024,,-156.68299069366162,20.881511226060024,,,,,,,,34.7158,,,,,,,,,,2.058,,,,,14.135,,,,,,,,,,,12.964,,,,,,,,,,,10.8629,,,,,,,,2.1204,,,,,,,,,,,,,,,,,,,,,,,,,,40.0823
441,03-20-CDS-08,Tap Water,3/20/2024,,-156.6855499002866,20.884544173017396,,,,,,,,24.5925,,,,,,,,,,2.0694,,,,,11.5382,,,,,,,,,,,5.978,,,,,,,,,,,5.6977,,,,,,,,2.4946,,,,,,,,,,,,,,,,,,,,,,,,,,25.7085
442,03-20-CDS-09,Tap Water Filtered,3/20/2024,,-156.6830339711121,20.880881254251047,,,,,,,,16.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
