Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",SampleType_clean,Total trihalomethanes (TTHMs)
06-14-KDP-19,Tap Water,2024-06-17 10:59:08,,-156.3094860582583,20.773407539623967,,,,,,,,13.8034,,,,,,,,,,,,,,,49.4922,,,,,,,,,,,4.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,54.255199999999995
07-19-KDP-01,Tap Water,2024-07-19 11:56:24,,-156.30787624186567,20.774209501058177,,,,,,,,5.8735,,,,,,,,,,,,,,,20.2476,,,,,,,,,,,5.7233,,,,,,,,,,,2.4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.446199999999997
07-19-KDP-02,Tap Water,2024-07-19 12:20:04,,-156.31098779909598,20.780112576387825,,,,,,,,6.2604,,,,,,,,,,,,,,,14.1158,,,,,,,,,,,5.0157,,,,,,,,,,,2.3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,21.517
07-19-KDP-03,Tap Water,,,-156.32183692065524,20.7838288138283,,,,,,,,5.7392,,,,,,,,,,,,,,,12.9113,,,,,,,,,,,4.7918,,,,,,,,,,,2.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,20.2601
07-19-KDP-05,Tap Water,,,-156.30989099588442,20.76156875540826,,,,,,,,11.1476,,,,,,,,,,,,,,,40.5608,,,,,,,,,,,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,41.6588
7-25-24-JI-01,Tap Water,2024-07-29 07:15:05,,-156.6750118461668,20.86675168032139,,,,,,,,73.1916,,,,,,,,,,,,,,,10.6291,,,,,,,,,,,4.803,,,,,,,,,,,2.3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.788
7-25-24-JI-02,Tap Water,2024-07-29 07:16:37,,-156.6723854314414,20.869976213057953,,,,,,,,65.6113,,,,,,,,,,,,,,,10.2903,,,,,,,,,,,4.5787,,,,,,,,,,,2.3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.2238
08-02-KDP-01,Tap Water,2024-08-02 14:59:58,,-156.33900864828573,20.86940816709401,,,,,,,,,,,,,,,,,,,,,,,15.8739,,,,,,,,,,,5.6507,,,,,,,,,,,3.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,24.7238
08-02-KDP-02,Tap Water,2024-08-02 15:02:02,,-156.45353993287802,20.78070675669657,,,,,,,,4.0362,,,,,,,,,,,,,,,3.5306,,,,,,,,,,,2.9499,,,,,,,,,,,3.831,,,,,,,,3.8185,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,14.129999999999999
08-01-KDP-04,Tap Water,2024-08-02 00:00:00,,-156.43083033609506,20.698846388776605,,,,,,,,4.9691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6519,,,,,,,,4.1905,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,5.8424
08-02-KDP-05,Tap Water,2024-08-02 00:00:00,,-156.3551755997497,20.709713083918395,,,,,,,,5.0766,,,,,,,,,,3.0421,,,,36.0022,53.4454,,,,,,,,,,,5.7459,,,,,,,,,,,1.3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,60.5644
8-29-24-CKS-5,Tap Water,2024-08-29 11:28:01,,-156.68118296620503,20.88989930947297,,,,,,,,15.6987,,,,,,,,,,8.5616,,,,,53.6177,,,,,,,,,,,15.4048,,,,,,,,,,,7.9785,,,,,,,,3.009,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,80.00999999999999
8-29-24-CKS-6,Tap Water,2024-08-29 10:35:47,,-156.6814009172604,20.8931631834221,,,,,,,,18.7132,,,,,,,,,,7.5045,,,,,41.6135,,,,,,,,,,,15.9946,,,,,,,,,,,13.9427,,,,,,,,11.7454,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,83.2962
8-29-24-CKS-7,Tap Water,2024-08-29 11:28:50,,-156.6849025597637,20.898133614020512,,,,,,,,17.658,,,,,,,,,,8.5115,,,,,40.6194,,,,,,,,,,,16.7038,,,,,,,,,,,15.6523,,,,,,,,11.6717,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,84.6472
08-30-24-KDP-01,Tap Water,2024-08-30 00:00:00,,-156.30712957299218,20.77851769204093,,,,,,,,4.9809,,,,,,,,,,,,,,,32.3938,,,,,,,,,,,1.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,33.5558
08-30-24-KDP-04,Tap Water,2024-08-30 00:00:00,,-156.30699334972525,20.77541208422646,,,,,,,,5.9697,,,,,,,,,,,,,,,37.7463,,,,,,,,,,,4.7861,,,,,,,,,,,1.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,43.673199999999994
08-30-24-KDP-05,Tap Water,2024-08-30 00:00:00,,-156.3244192486927,20.811037046278695,,,,,,,,8.1683,,,,,,,,,,,,,,,28.6105,,,,,,,,,,,3.3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,31.946399999999997
08-30-24-KDP-06,Tap Water,2024-08-30 00:00:00,,-156.34774234026315,20.83440942339446,,,,,,,,28.9901,,,,,,,,,,18.3294,,,,41.3467,31.6149,,,,,,,,,,,10.2633,,,,,,,,,,,4.8933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,46.771499999999996
08-30-24-KDP-07,Tap Water,2024-08-30 00:00:00,,-156.34788946645187,20.83761518070063,,,,,,,,6.5621,,,,,,,,,,3.0582,,,,1.9377,46.783,,,,,,,,,,,10.8712,,,,,,,,,,,4.3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,62.0191
08-30-24-KDP-08,Tap Water,2024-08-30 00:00:00,,-156.2937701785775,20.906860587640967,,,,,,,,5.1803,,,,,,,,,,3.1068,,,,,1.0743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.0743
08-30-24-KDP-10,Tap Water,2024-08-30 00:00:00,,-156.26076202665735,20.93187079478088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
08-30-24-KDP-11,Tap Water,2024-08-30 00:00:00,,-156.31551559658274,20.93085196346518,,,,,,,,4.3954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1392,,,,,,,,4.2734,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,5.412599999999999
08-30-24-KDP-13,Tap Water,2024-08-30 00:00:00,,-156.31391582151625,20.877409081013624,,,,,,,,5.8701,,,,,,,,,,,,,,,20.0078,,,,,,,,,,,8.3144,,,,,,,,,,,4.2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,32.5276
10-04-24-KDP-01,Tap Water,2024-10-04 14:43:14,,-156.30407018478823,20.874222884561412,,,,,,,,10.1116,,,,,,,,,,,,,,1.2286,6.5081,,,,,,,,,,,6.9409,,,,,,,,,,,6.2522,,,,,,,,1.5555,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,21.2567
10-04-24-KDP-02,Tap Water,2024-10-04 14:46:25,,-156.3141413870354,20.877842114442146,,,,,,,,11.1619,,,,,,,,,,,,,,,11.7442,,,,,,,,,,,12.4645,,,,,,,,,,,10.5811,,,,,,,,2.6771,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,37.466899999999995
10-04-24-KDP-04,Tap Water,2024-10-04 14:52:43,,-156.32509496252842,20.91809389657957,,,,,,,,4.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0391,,,,,,,,3.9714,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,5.0105
10-04-24-KDP-06,Tap Water,2024-10-04 15:10:58,,-156.21352419438756,20.891882118471734,,,,,,,,3.8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-04-24-KDP-07,Tap Water,2024-10-04 15:13:16,,-156.3773350608533,20.918511107050634,,,,,,,,3.2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.851,,,,,,,,2.3946,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,4.2456
10-04-24-KDP-09,Tap Water,2024-10-04 15:21:12,,-156.4938307554619,20.92068957363885,,,,,,,,3.3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4973,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.4973
10-12-24-KDP-01,Tap Water,2024-10-12 19:32:00,,-156.50867997452812,20.79660916054001,,,,,,,,9.7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0237,,,,,,,,2.0155,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.0392
10-12-24-KDP-02,Tap Water,2024-10-12 19:32:00,,-156.50921844975687,20.79682027812173,,,,,,,,10.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-18-24-CKS-1,Tap Water,2024-10-18 10:00:00,N,,,1.0341,,,,,,,18.1405,,,,,,,,,,7.7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-18-24-CKS-4,Tap Water,2024-10-18 10:00:00,N,,,,,,,,,,11.3022,,,,,,,,,,7.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-18-24-CKS-7,Tap Water,2024-10-18 10:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,,1.8645,,,,,,,,,,,1.8286,,,,,,,,,,,1.6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,5.3706
10-18-24-KDP-01,Tap Water,2024-10-18 08:30:00,,-156.29558008596746,20.772159193877233,,,,,,,,15.7209,,,,,,,,,,,,,,2.0819,67.5927,,,,,,,,,,,8.5765,,,,,,,,,,,2.7321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,78.90129999999999
10-18-24-KDP-02,Tap Water,2024-10-18 10:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-18-24-KDP-05,Tap Water,2024-10-18 10:00:00,N,,,,,,,,,,7.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-18-24-KDP-08,Tap Water,2024-10-18 10:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-01,Tap Water,,,20.81846820514969,-156.12328026551316,,,,,,,,10.2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-04,Tap Water ,2024-10-25 00:00:00,,20.785143623394273,-156.0266089498491,,,,,,,,3.0153,,,,,,,,,,,,,,,12.864,,,,,,,,,,,5.7388,,,,,,,,,,,2.5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,21.1675
10-25-24-KDP-05,Tap Water,2024-10-25 00:00:00,,20.785128329479925,-156.02723252052047,,,,,,,,2.7504,,,,,,,,,,,,,,,14.834,,,,,,,,,,,6.4283,,,,,,,,,,,2.8366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,24.0989
10-25-24-KDP-07,Tap Water,2024-10-25 00:00:00,,20.772411330308447,-155.996264531251,,,,,,,,3.3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6403,,,,,,,,7.8604,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,9.5007
10-25-24-KDP-08,Tap Water,2024-10-25 00:00:00,,20.775391705290748,-155.99965904336682,,,,,,,,3.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2883,,,,,,,,5.6672,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,6.955500000000001
10-25-24-KDP-09,Tap Water,2024-10-25 00:00:00,,20.770745240790475,-155.99915741677907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3031,,,,,,,,4.9341,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,6.2372
10-25-24-KDP-10,Tap Water,2024-10-25 00:00:00,,20.770904335535327,-155.99672722786104,,,,,,,,4.2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6623,,,,,,,,6.8983,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,8.5606
10-25-24-KDP-11,Tap Water ,2024-10-25 00:00:00,,20.75878083914166,-155.98812986092926,,,,,,,,2.2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4064,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.4064
10-25-24-KDP-12,Tap Water,2024-10-25 00:00:00,,20.756234480457657,-155.98491191886887,,,,,,,,3.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-13,Tap Water,2024-10-25 00:00:00,,20.756760973943138,-155.98182393683115,,,,,,,,3.5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-14,Tap Water,2024-10-25 00:00:00,,20.73938503361756,-155.9873405611382,,,,,,,,3.3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-15,Tap Water,2024-10-25 00:00:00,,20.74196506974082,-155.98482742765094,,,,,,,,5.7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-16,Tap Water,2024-10-25 00:00:00,,20.72084440519225,-155.98745171901916,,,,,,,,3.3514,,,,,,,,,,,,,,1.9762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-25-24-KDP-17,Tap Water,2024-10-25 00:00:00,,20.72187126788686,-155.98989063230275,66.8527,,,,,,,9.6299,,,,,,,,,,,,,,,2.2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.2842
10-25-24-KDP-18,Tap Water,2024-10-25 00:00:00,,20.72070706547738,-155.98579239242906,,,,,,,,3.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
