,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",City,Total Trihalomethanes
78,09-26-JI-6,Tap Water,9/26/2023 10:32:20,,-156.68601626823266,20.89851537044844,,,,,,,,8.4825,,,,,,,,,,,,,,,45.5372,,,,,,,,,,,3.054,,,,,,,,,,,2.2391,,,,,,,,2.3477,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,53.178
79,9-26-JES-2,Tap Water,9/26/2023 14:08:57,,-156.6845366160721,20.952796435606995,,,,,,,,4.3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5339,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,2.5339
80,09-26-KDP-1,Tap Water,9/26/2023 14:20:42,,-156.30879432713766,20.76250136167355,,,,,,,,12.403,,,,,,,,,,,,,,,3.8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.8735
81,09-26-KDP-2,Tap Water,9/26/2023 16:25:20,,-156.3094172477288,20.779013908301906,,,,,,,,6.9647,,,,,,,,,,,,,,,62.9747,,,,,,,,,,,7.728,,,,,,,,,,,2.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,72.7638
82,09-27-KDP-1,Tap Water,9/27/2023 16:33:17,,-156.32866931351262,20.743941188065826,,,,,,,,,,,,,,,,,,,,,,,3.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.9108
83,09-27-KDP-3,Tap Water,9/27/2023 16:37:09,,-156.30768878826947,20.7819851418613,,,,,,,,6.9206,,,,,,,,,,,,,,,29.3274,,,,,,,,,,,6.3591,,,,,,,,,,,2.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,37.6969
84,09-27-KDP-6,Tap Water,9/27/2023 16:51:59,,-156.31084180188577,20.778303955943294,,,,,,,,22.9134,,,,,,3.0089,,,,,,,,,45.3442,,,,,,,,,,,4.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,49.5788
85,09-27-KDP-8,Tap Water,9/27/2023 17:14:17,,-156.31188004751337,20.777030676153565,,,,,,,,,,,,,,,,,,,,,,,29.6341,,,,,,,,,,,4.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,34.4895
86,09-27-KDP-7,Tap Water,9/27/2023 18:04:33,,-156.31242736864422,20.77421430372937,,,,,,,,,,,,,,,,,,,,,,,31.4044,,,,,,,,,,,5.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,36.9135
87,09-27-KDP-9,Tap Water,9/27/2023 18:06:54,,-156.30943879591825,20.776498974232037,,,,,,,,7.4535,,,,,,,,,,,,,,,45.357,,,,,,,,,,,5.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,50.6456
88,09-27-KDP-10,Tap Water,9/27/2023 18:10:12,,-156.3120369069258,20.77983495689864,,,,,,,,,,,,,,,,,,,,,,,29.75,,,,,,,,,,,6.1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,35.8643
89,10-02-23-JI-01,Tap Water,10/2/2023 11:20:24,,-156.6823473913467,20.90253225114079,,,,,,,,19.9001,,,,,,,,,,,,,,,29.9544,,,,,,,,,,,14.2141,,,,,,,,,,,12.6606,,,,,,,,11.0816,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,67.91069999999999
90,10-02-23-JI-02,Tap Water,10/2/2023 11:35:07,,-156.68071202845977,20.901783252903588,,,,,,,,17.3977,,,,,,,,,,,,,,,31.8031,,,,,,,,,,,14.7462,,,,,,,,,,,12.606,,,,,,,,10.4679,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,69.6232
91,10-02-23-JI-03,Tap Water,10/2/2023 11:51:01,,-156.6828773046005,20.89792889869793,,,,,,,,25.0865,,,,,,,,,,,,,,,34.1916,,,,,,,,,,,15.3867,,,,,,,,,,,12.1093,,,,,,,,8.0733,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,69.76089999999999
92,10-02-KDP-1,Tap Water,10/2/2023 15:20:28,,-156.30905056648197,20.777069079653774,,,,,,,,6.4531,,,,,,,,,,,,,,,41.194,,,,,,,,,,,4.8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,46.0696
93,10-02- KDP-4,Tap Water,10/2/2023 16:12:26,,-156.30779186047627,20.77497340246039,,,,,,,,8.7509,,,,,,,,,,,,,,,43.5208,,,,,,,,,,,5.8847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,49.4055
94,10-02-KDP-6,Tap Water,10/2/2023 16:49:14,,-156.31886761152347,20.78349273615992,,,,,,,,16.7863,,,,,,,,,,,,,,,33.4206,,,,,,,,,,,5.3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,38.7415
95,10-2-KDP-8,Tap Water,10/2/2023 17:05:59,,-156.3158265062442,20.77972587925642,,,,,,,,,,,,,,,,,,,,,,,36.9577,,,,,,,,,,,3.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,40.441500000000005
96,10-02-KDP-9,Tap Water,10/2/2023 17:18:44,,-156.31665979109002,20.785201878605893,,,,,,,,29.1084,,,,,,,,,,,,,,,46.8263,,,,,,,,,,,4.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,51.7723
97,10-02-KDP-10,Tap Water,10/2/2023 18:39:03,,-156.30337843899196,20.778499467386467,,,,,,,,33.9091,,,,,,,,,,,,,,,44.6607,,,,,,,,,,,5.2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,49.898399999999995
98,10-03-23-JI-01,Tap Water,10/3/2023 10:55:46,,-156.68223159726887,20.90176317794984,,,,,,,,52.5921,,,,,,,,,,,,,,,46.1346,,,,,,,,,,,14.9655,,,,,,,,,,,5.3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,66.471
99,10-03-23-JI-02,Tap Water,10/3/2023 11:12:07,,-156.6784832301302,20.899310259598398,,,,,,,,74.8581,,,,,,,,,,,,,,,51.2503,,,,,,,,,,,7.3984,,,,,,,,,,,7.4977,,,,,,,,10.2007,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,76.34710000000001
100,10-03-23-JI-03,Tap Water,10/3/2023 11:25:02,,-156.68287226475283,20.90165615064941,,,,,,,,29.1338,,,,,,,,,,,,,,,42.0963,,,,,,,,,,,14.5841,,,,,,,,,,,5.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,62.3981
101,10-03-23-JI-04,Tap Water,10/3/2023 11:38:53,,-156.68131812670416,20.89915441273539,,,,,,,,18.2659,,,,,,,,,,,,,,,45.144,,,,,,,,,,,16.6517,,,,,,,,,,,7.9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,69.7169
102,10-03-23-Jl-05,Tap Water,10/3/2023,,-156.6826406850128,20.89902798911429,,,,,,,,16.6751,,,,,,,,,,,,,,,47.3547,,,,,,,,,,,16.1942,,,,,,,,,,,6.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,70.0409
103,10-03-JES-5,Tap Water,10/3/2023 11:46:47,,-156.68045129145625,20.95898115216225,,,,,,,,9.1156,,,,,,,,,,,,,,,20.9921,,,,,,,,,,,7.0426,,,,,,,,,,,4.131,,,,,,,,6.7671,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,38.9328
104,10-03-JES-6,Tap Water,10/3/2023 12:09:51,,-156.66894461111232,20.98530328013936,,,,,,,,18.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7371,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,4.7371
105,10-03-JES-9,Tap Water,10/3/2023 13:06:40,,-156.6623782835812,20.98473808293133,,,,,,,,18.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7214,,,,,,,,33.9244,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,42.645799999999994
106,10-03-JES-10,Tap Water,10/3/2023 14:01:25,,-156.63519183401752,20.84820039929168,,,,,,,,9.6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5504,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,5.5504
107,10-03-JES-13,Tap Water,10/3/2023 14:30:36,,-156.63161662761885,20.849944114409507,,,,,,,,12.6889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4084,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,5.4084
108,10-03-JES-14,Tap Water,10/3/2023 15:07:44,,-156.6768470565232,20.877219864475837,,,,,,,,10.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9138,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,6.9138
109,10-03-JES-16,Tap Water,10/3/2023 16:24:30,,-156.68800285974325,20.951236481907657,,,,,,,,10.4144,,,,,,,,,,,,,,,40.3645,,,,,,,,,,,11.5777,,,,,,,,,,,2.8949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,54.8371
110,10-04-JES-19,Tap Water,10/4/2023 10:17:46,,-156.68947557803295,20.94578045003136,,,,,,,,34.7213,,,,,,,,,,,,,,,47.1421,,,,,,,,,,,12.2144,,,,,,,,,,,2.6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,62.010999999999996
111,10-04-JES-21,Tap Water,10/4/2023 11:01:14,,-156.67909032330337,20.898949598294905,,,,,,,,16.2398,,,,,,,,,,,,,,,44.9127,,,,,,,,,,,14.8015,,,,,,,,,,,5.0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,64.7449
112,10-04-JES-22,Tap Water,10/4/2023 12:11:17,,-156.67678018401915,20.8869049000902,,,,,,,,36.2476,,,,,,,,,,,,,,,17.5941,,,,,,,,,,,7.5303,,,,,,,,,,,2.9958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,28.1202
113,10-04-JES-25,Tap Water,10/4/2023 13:12:58,,-156.6414910709434,20.845930126023276,,,,,,,,6.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4699,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,9.4699
114,10-04-KDP-1,Tap Water,10/4/2023 13:24:34,,-156.31205733126845,20.781068427443063,,,,,,,,,,,,,,,,,,,,,,,33.6554,,,,,,,,,,,4.4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,38.1312
115,10-04-KDP-3,Tap Water,10/4/2023 14:36:43,,-156.32752389150718,20.79003758726337,,,,,,,,26.8618,,,,,,,,,,,,,,,32.8338,,,,,,,,,,,4.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,37.102
116,10-04-KDP-4,Tap Water,10/4/2023 14:38:01,,-156.30420443136362,20.77456876079701,,,,,,,,8.5489,,,,,,,,,,,,,,,45.6448,,,,,,,,,,,2.8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,48.507099999999994
117,10-04-JES-26,Tap Water,10/4/2023 15:07:52,,-156.67074872631017,20.88440373503663,,,,,,,,21.2511,,,,,,,,,,,,,,,16.6584,,,,,,,,,,,7.7653,,,,,,,,,,,3.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,27.5805
118,10-04-KDP-5,Tap Water,10/4/2023 15:16:37,,-156.30731012465466,20.778977833701315,,,,,,,,18.0799,,,,,,,,,,,,,,,47.0004,,,,,,,,,,,4.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,51.256099999999996
119,10-04-KDP-7,Tap Water,10/4/2023 15:19:00,,-156.3196167783464,20.78025341357404,,,,,,,,24.6733,,,,,,,,,,,,,,,38.0363,,,,,,,,,,,5.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,43.0819
120,10-9-23-JI-01,Tap Water,10/9/2023 9:29:00,,-156.66781086987075,20.883998830657823,,,,,,,,6.1333,,,,,,,,,,,,,,,7.3979,,,,,,,,,,,5.8607,,,,,,,,,,,2.9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,16.2498
121,10-9-23-JI-02,Tap Water,10/9/2023 10:04:22,,-156.68509879426813,20.89903213146036,,,,,,,,13.3334,,,,,,,,,,,,,,,40.0372,,,,,,,,,,,15.3096,,,,,,,,,,,4.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,60.0355
122,10-9-23-JI-03,Tap Water,10/9/2023 10:27:51,,-156.68120788643097,20.902426718940664,,,,,,,,6.1811,,,,,,,,,,,,,,,40.1379,,,,,,,,,,,14.3678,,,,,,,,,,,4.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,58.8626
123,10-9-23-JI-04,Tap Water,10/9/2023 10:51:39,,-156.68009147688466,20.90307732416051,,,,,,,,8.242,,,,,,,,,,,,,,,43.2032,,,,,,,,,,,16.6781,,,,,,,,,,,5.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,65.5203
124,10-3-23-JI-05,Tap Water,10/9/2023 11:44:56,,-156.682772472174,20.902995201383103,,,,,,,,9.4437,,,,,,,,,,,,,,,37.951,,,,,,,,,,,14.5524,,,,,,,,,,,4.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,57.2274
125,10-10-23-JI-01,Tap Water,10/10/2023 8:09:23,,-156.68153559005893,20.89981756110158,,,,,,,,25.4181,,,,,,,,,,,,,,,42.5147,,,,,,,,,,,15.5209,,,,,,,,,,,7.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,65.11449999999999
126,10-10-23-JI-02,Tap Water,10/10/2023 8:22:21,,-156.67920778565056,20.898374212429847,,,,,,,,23.2717,,,,,,,,,,,,,,,62.9478,,,,,,,,,,,18.78,,,,,,,,,,,7.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,88.7497
127,10-10-23-JI-03,Tap Water,10/10/2023 8:31:17,,-156.678090866256,20.901495000887632,,,,,,,,36.8503,,,,,,,,,,,,,,,50.2325,,,,,,,,,,,18.2568,,,,,,,,,,,8.5465,,,,,,,,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,78.1528
128,10-10-23-JI-04,Tap Water,10/10/2023 8:48:25,,-156.68000954427242,20.876371719825368,,,,,,,,41.2477,,,,,,,,,,,,,,,39.1619,,,,,,,,,,,14.5607,,,,,,,,,,,5.9214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,59.644000000000005
129,10-10-23-JI-05,Tap Water,10/10/2023 9:13:40,,-156.68275379739612,20.902267165863808,,,,,,,,52.8314,,,,,,,,,,,,,,,34.177,,,,,,,,,,,12.5401,,,,,,,,,,,4.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,51.2862
130,10-12-23-JI-01,Tap Water,10/12/2023 12:09:42,,-156.67894454964326,20.899948201517244,,,,,,,,21.6683,,,,,,,,,,,,,,,32.1047,,,,,,,,,,,13.0497,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,50.4844
131,10-12-23-JI-02,Tap Water,10/12/2023 12:23:58,,-156.6818831302781,20.901694298857585,,,,,,,,28.206,,,,,,,,,,,,,,,31.3511,,,,,,,,,,,13.0393,,,,,,,,,,,4.8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,49.2766
132,10-12-23-JI-03,Tap Water,10/12/2023 12:31:45,,-156.6804741826861,20.903698475123665,,,,,,,,25.5856,,,,,,,,,,,,,,,29.0068,,,,,,,,,,,11.6895,,,,,,,,,,,4.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,45.0631
133,10-12-23-JI-04,Tap Water,10/12/2023 12:53:06,,-156.67870474364514,20.90154979860037,,,,,,,,27.029,,,,,,,,,,,,,,,31.2316,,,,,,,,,,,12.1207,,,,,,,,,,,4.9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,48.302
134,10-13-23-JI-01,Tap Water,10/13/2023 8:06:33,,-156.68143376371302,20.902094272257784,,,,,,,,9.2156,,,,,,,,,,,,,,,32.2953,,,,,,,,,,,13.6753,,,,,,,,,,,5.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,51.9187
135,10-13-23-JI-02,Tap Water,10/13/2023 8:29:33,,-156.68461500274628,20.902166007881387,,,,,,,,22.6879,,,,,,,,,,,,,,,33.9222,,,,,,,,,,,14.0872,,,,,,,,,,,5.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,53.866699999999994
136,10-13-23-JI-03,Tap Water,10/13/2023 8:48:55,,-156.68017622376328,20.889680477231938,,,,,,,,12.4882,,,,,,,,,,,,,,,18.9978,,,,,,,,,,,9.1606,,,,,,,,,,,4.8872,,,,,,,,1.1173,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,34.1629
137,10-13-23-JI-04,Tap Water,10/13/2023 9:31:20,,-156.66492307717476,20.8886581449537,,,,,,,,18.9793,,,,,,,,,,,,,,,5.631,,,,,,,,,,,5.0128,,,,,,,,,,,3.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,14.191400000000002
138,10-13-23-JI-05,Tap Water,10/13/2023 9:33:15,,-156.66708403786572,20.885768255804518,,,,,,,,11.5275,,,,,,,,,,,,,,,4.7656,,,,,,,,,,,4.3663,,,,,,,,,,,3.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,12.2636
139,10-17-KDP-1,Tap Water,10/17/2023 14:33:05,,-156.31283168293447,20.764973730733583,,,,,,,,8.9909,,,,,,,,,,,,,,,51.3046,,,,,,,,,,,3.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,54.7538
140,10-17-KDP-2,Tap Water,10/17/2023 14:48:25,,-156.30807038054476,20.762278250749475,,,,,,,,2.8073,,,,,,,,,,,,,,,4.4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,4.4091
141,10-17-JES-01,Tap Water,10/17/2023 16:12:51,,-156.68039317414053,20.901475039386156,,,,,,,,4.7825,,,,,,,,,,,,,,,29.7458,,,,,,,,,1.4979,,9.7713,,,,,,,,,,,5.8474,,,,,,,,3.7752,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,49.139700000000005
142,10-17-KDP-4,Tap Water,10/17/2023 16:34:05,,-156.30194013053324,20.76569352095199,,,,,,,,9.4004,,,,,,,,,,,,,,,1.9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,1.9854
143,10-17-JES-03,Tap Water,10/17/2023 17:18:14,,-156.67906272495645,20.898897751888537,,,,,,,,2.8262,,,,,,,,,,,,,,,46.1866,,,,,,,,,,,15.5686,,,,,,,,,,,6.3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,68.1015
144,10-17-JES-04,Tap Water,10/17/2023 17:20:19,,-156.68548904839167,20.88463115121701,,,,,,,,6.7039,,,,,,,,,,,,,,,32.5913,,,,,,,,,,,11.7224,,,,,,,,,,,5.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,49.6977
145,10-17-JES-06,Tap Water,10/17/2023 17:40:43,,-156.68372139716945,20.882729133423183,,,,,,,,4.4889,,,,,,,,,,,,,,,15.6639,,,,,,,,,,,8.87,,,,,,,,,,,4.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,29.4547
146,10-17-JES-07,Tap Water,10/17/2023 17:59:30,,-156.6829593480872,20.88363815581016,,,,,,,,4.6774,,,,,,,,,,,,,,,19.336,,,,,,,,,1.0,,9.3845,,,,,,,,,,,5.745,,,,,,,,2.6352,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,37.1007
147,10-18-23-JI-01,Tap Water,10/18/2023 7:57:57,,-156.68400118499915,20.90288740209204,,,,,,,,4.5131,,,,,,,,,,,,,,,25.0274,,,,,,,,,,,12.1207,,,,,,,,,,,5.7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,42.8566
148,10-18-KDP-1,Tap Water,10/18/2023 13:49:11,,-156.30353204252316,20.77196286726784,,,,,,,,4.2284,,,,,,,,,,,,,,,3.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.0177
149,10-18-KDP-2,Tap Water,10/18/2023 13:50:53,,-156.31106082471922,20.76611682821382,,,,,,,,7.4645,,,,,,,,,,,,,,,82.1658,,,,,,,,,,,7.7355,,,,,,,,,,,2.7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,92.64320000000001
150,10-18-KDP-4,Tap Water,10/18/2023 14:54:20,,-156.3117550292031,20.781680125168663,,,,,,,,5.7709,,,,,,,,,,8.5058,,,,8.3645,58.3138,,,,,,,,,,,7.1575,,,,,,,,,,,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,67.3933
151,10-18-KDP-5,Tap Water,10/18/2023 14:57:06,,-156.31384340338263,20.779280288157683,,,,,,,,,,,,,,,,,,,,,,,21.1937,,,,,,,,,,,5.5145,,,,,,,,,,,2.7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,29.5038
152,10-18-KDP-6,Tap Water,10/18/2023 15:00:04,,-156.31425210243498,20.78138810033121,,,,,,,,3.9559,,,,,,,,,,,,,,,39.8413,,,,,,,,,,,9.3021,,,,,,,,,,,4.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,53.4856
153,10-18-KDP-7,Tap Water,10/18/2023 15:02:46,,-156.3143153619692,20.78011751527898,,,,,,,,1.8116,,,,,,,,,,,,,,,36.9361,,,,,,,,,,,7.8382,,,,,,,,,,,3.5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,48.338100000000004
154,10-20-23-JI-01,Tap Water,10/20/2023 20:30:35,,-156.68169169862784,20.90286544196304,,,,,,,,,,,,,,,,,,,,,,,21.0881,,,,,,,,,,,15.4994,,,,,,,,,,,17.7881,,,,,,,,17.0278,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,71.4034
155,10-20-23-JI-02,Tap Water,10/20/2023 20:35:54,,-156.68185357670575,20.902394769467072,,,,,,,,2.7578,,,,,,,,,,,,,,,12.7804,,,,,,,,,,,8.8094,,,,,,,,,,,10.3383,,,,,,,,12.0497,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,43.9778
156,10-20-23-JI-05,Tap Water,10/20/2023 20:38:41,,-156.681975195232,20.90111397053499,,,,,,,,,,,,,,,,,,,,,,,18.7933,,,,,,,,,,,11.7328,,,,,,,,,,,10.8566,,,,,,,,8.4112,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,49.793899999999994
157,10-20-CKS-1,Tap Water,10/20/2023 22:02:18,,-156.31301573139146,20.937117382483244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
158,10-21-23-JI-01,Tap Water,10/21/2023 8:15:31,,-156.67906994387943,20.898868140122616,,,,,,,,,,,,,,,,,,,,,,,21.1567,,,,,,,,,,,15.83,,,,,,,,,,,21.9922,,,,,,,,22.4247,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,81.4036
159,10-24-KDP-1,Tap Water,10/24/2023 12:56:48,,-156.31262925250118,20.758160722854463,,,,,,,,5.4863,,,,,,,,,,,,,,,2.7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.7621
160,10-24-KDP-2,Tap Water,10/24/2023 13:06:01,,-156.30899801134012,20.753626288819092,,,,,,,,8.2125,,,,,,,,,,,,,,,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.915
161,10-24-KDP-3,Tap Water,10/24/2023 13:35:10,,-156.3083607287756,20.758869985114284,,,,,,,,6.3227,,,,,,,,,,,,,,,3.1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,3.1189
162,10-24-KDP-4,Tap Water,10/24/2023 14:08:36,,-156.312991443601,20.75291105362662,,,,,,,,9.6142,,,,,,,,,,,,,,,2.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.4956
