,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",City,Total Trihalomethanes
335,06-14-KDP-17,Tap Water,6/14/2024 13:08:57,,-156.30033063262636,20.76460551789159,,,,,,,,21.1199,,,,,,,,,,,,,,,2.0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,2.0166
336,06-14-KDP-19,Tap Water,6/17/2024 10:59:08,,-156.3094860582583,20.773407539623967,,,,,,,,13.8034,,,,,,,,,,,,,,,49.4922,,,,,,,,,,,4.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,54.255199999999995
337,07-19-KDP-01,Tap Water,7/19/2024 11:56:24,,-156.30787624186567,20.774209501058177,,,,,,,,5.8735,,,,,,,,,,,,,,,20.2476,,,,,,,,,,,5.7233,,,,,,,,,,,2.4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,28.446199999999997
338,07-19-KDP-02,Tap Water,7/19/2024 12:20:04,,-156.31098779909598,20.780112576387825,,,,,,,,6.2604,,,,,,,,,,,,,,,14.1158,,,,,,,,,,,5.0157,,,,,,,,,,,2.3855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,21.517
339,07-19-KDP-03,Tap Water,7/19/24 12:30:00,,-156.32183692065524,20.7838288138283,,,,,,,,5.7392,,,,,,,,,,,,,,,12.9113,,,,,,,,,,,4.7918,,,,,,,,,,,2.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,20.2601
340,07-19-KDP-05,Tap Water,7/19/24 13:49:23,,-156.30989099588442,20.76156875540826,,,,,,,,11.1476,,,,,,,,,,,,,,,40.5608,,,,,,,,,,,1.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,41.6588
341,7-25-24-JI-01,Tap Water,7/29/2024 7:15:05,,-156.6750118461668,20.86675168032139,,,,,,,,73.1916,,,,,,,,,,,,,,,10.6291,,,,,,,,,,,4.803,,,,,,,,,,,2.3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,17.788
342,7-25-24-JI-02,Tap Water,7/29/2024 7:16:37,,-156.6723854314414,20.869976213057956,,,,,,,,65.6113,,,,,,,,,,,,,,,10.2903,,,,,,,,,,,4.5787,,,,,,,,,,,2.3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,17.2238
343,08-02-KDP-01,Tap Water,8/2/2024 14:59:58,,-156.33900864828573,20.86940816709401,,,,,,,,,,,,,,,,,,,,,,,15.8739,,,,,,,,,,,5.6507,,,,,,,,,,,3.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,24.7238
344,08-02-KDP-02,Tap Water,8/2/2024 15:02:02,,-156.45353993287802,20.78070675669657,,,,,,,,4.0362,,,,,,,,,,,,,,,3.5306,,,,,,,,,,,2.9499,,,,,,,,,,,3.831,,,,,,,,3.8185,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,14.129999999999999
345,08-01-KDP-04,Tap Water,8/2/2024,,-156.43083033609506,20.698846388776605,,,,,,,,4.9691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6519,,,,,,,,4.1905,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,5.8424
346,08-02-KDP-05,Tap Water,8/2/2024,,-156.3551755997497,20.709713083918395,,,,,,,,5.0766,,,,,,,,,,3.0421,,,,36.0022,53.4454,,,,,,,,,,,5.7459,,,,,,,,,,,1.3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,60.5644
347,8-29-24-Cks-5,Tap Water,8/29/2024 11:28:01,,-156.68118296620503,20.88989930947297,,,,,,,,15.6987,,,,,,,,,,8.5616,,,,,53.6177,,,,,,,,,,,15.4048,,,,,,,,,,,7.9785,,,,,,,,3.009,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,80.00999999999999
348,8-29-24-Cks-6,Tap Water,8/29/2024 10:35:47,,-156.6814009172604,20.8931631834221,,,,,,,,18.7132,,,,,,,,,,7.5045,,,,,41.6135,,,,,,,,,,,15.9946,,,,,,,,,,,13.9427,,,,,,,,11.7454,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,83.2962
349,8-29-24-CKS-7,Tap Water,8/29/2024 11:28:50,,-156.6849025597637,20.898133614020512,,,,,,,,17.658,,,,,,,,,,8.5115,,,,,40.6194,,,,,,,,,,,16.7038,,,,,,,,,,,15.6523,,,,,,,,11.6717,,,,,,,,,,,,,,,,,,,,,,,,,,Lahaina,84.6472
350,08-30-24-KDP-01,Tap Water,8/30/2024,,-156.30712957299218,20.77851769204093,,,,,,,,4.9809,,,,,,,,,,,,,,,32.3938,,,,,,,,,,,1.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,33.5558
351,08-30-24-KDP-04,Tap Water,8/30/2024,,-156.30699334972525,20.77541208422646,,,,,,,,5.9697,,,,,,,,,,,,,,,37.7463,,,,,,,,,,,4.7861,,,,,,,,,,,1.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,43.673199999999994
352,08-30-24-KDP-05,Tap Water,8/30/2024,,-156.3244192486927,20.81103704627869,,,,,,,,8.1683,,,,,,,,,,,,,,,28.6105,,,,,,,,,,,3.3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,31.946399999999997
353,08-30-24-KDP-06,Tap Water,8/30/2024,,-156.34774234026315,20.83440942339446,,,,,,,,28.9901,,,,,,,,,,18.3294,,,,41.3467,31.6149,,,,,,,,,,,10.2633,,,,,,,,,,,4.8933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,46.771499999999996
354,08-30-24-KDP-07,Tap Water,8/30/2024,,-156.34788946645187,20.837615180700634,,,,,,,,6.5621,,,,,,,,,,3.0582,,,,1.9377,46.783,,,,,,,,,,,10.8712,,,,,,,,,,,4.3649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,62.0191
355,08-30-24-KDP-08,Tap Water,8/30/2024,,-156.2937701785775,20.906860587640967,,,,,,,,5.1803,,,,,,,,,,3.1068,,,,,1.0743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,1.0743
356,08-30-24-KDP-10,Tap Water,8/30/2024,,-156.26076202665735,20.93187079478088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
357,08-30-24-KDP-11,Tap Water,8/30/2024,,-156.31551559658274,20.93085196346518,,,,,,,,4.3954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1392,,,,,,,,4.2734,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,5.412599999999999
358,08-30-24-KDP-13,Tap Water,8/30/2024,,-156.31391582151625,20.877409081013624,,,,,,,,5.8701,,,,,,,,,,,,,,,20.0078,,,,,,,,,,,8.3144,,,,,,,,,,,4.2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,32.5276
359,10-04-24-KDP-01,Tap Water,10/4/2024 14:43:14,,-156.30407018478823,20.87422288456141,,,,,,,,10.1116,,,,,,,,,,,,,,1.2286,6.5081,,,,,,,,,,,6.9409,,,,,,,,,,,6.2522,,,,,,,,1.5555,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,21.2567
360,10-04-24-KDP-02,Tap Water,10/4/2024 14:46:25,,-156.3141413870354,20.877842114442146,,,,,,,,11.1619,,,,,,,,,,,,,,,11.7442,,,,,,,,,,,12.4645,,,,,,,,,,,10.5811,,,,,,,,2.6771,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,37.466899999999995
361,10-04-24-KDP-04,Tap Water,10/4/2024 14:52:43,,-156.32509496252842,20.91809389657957,,,,,,,,4.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0391,,,,,,,,3.9714,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,5.0105
362,10-04-24-KDP-06,Tap Water,10/4/2024 15:10:58,,-156.21352419438756,20.891882118471734,,,,,,,,3.8371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
363,10-04-24-KDP-07,Tap Water,10/4/2024 15:13:16,,-156.3773350608533,20.918511107050637,,,,,,,,3.2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.851,,,,,,,,2.3946,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,4.2456
364,10-04-24-KDP-09,Tap Water,10/4/2024 15:21:12,,-156.4938307554619,20.92068957363885,,,,,,,,3.3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4973,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,1.4973
365,10-12-24-KDP-01,Tap Water,10/12/2024 19:32:00,,-156.50867997452812,20.79660916054001,,,,,,,,9.7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0237,,,,,,,,2.0155,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,3.0392
366,10-12-24-KDP-02,Tap Water,10/12/2024 19:32:00,,-156.50921844975687,20.79682027812173,,,,,,,,10.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
367,10-18-24-CKS-1,Tap Water,10-18-2024 10:00:00,N,,,1.0341,,,,,,,18.1405,,,,,,,,,,7.7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
368,10-18-24-CKS-4,Tap Water,10-18-2024 10:00:00,N,,,,,,,,,,11.3022,,,,,,,,,,7.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
369,10-18-24-CKS-7,Tap Water,10-18-2024 10:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,,1.8645,,,,,,,,,,,1.8286,,,,,,,,,,,1.6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,5.3706
370,10-18-24-KDP-01,Tap Water,10-18-2024 8:30:00,,-156.29558008596746,20.772159193877236,,,,,,,,15.7209,,,,,,,,,,,,,,2.0819,67.5927,,,,,,,,,,,8.5765,,,,,,,,,,,2.7321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kula,78.90129999999999
371,10-18-24-KDP-02,Tap Water,10-18-2024 10:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
372,10-18-24-KDP-05,Tap Water,10-18-2024 10:00:00,N,,,,,,,,,,7.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
373,10-18-24-KDP-08,Tap Water,10-18-2024 10:00:00,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
374,10-25-24-KDP-01,Tap Water,10/25/2024 10:45,,20.81846820514969,-156.12328026551316,,,,,,,,10.2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
375,10-25-24-KDP-05,Tap Water,10/25/2024,,20.785128329479925,-156.02723252052047,,,,,,,,2.7504,,,,,,,,,,,,,,,14.834,,,,,,,,,,,6.4283,,,,,,,,,,,2.8366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,24.0989
376,10-25-24-KDP-07,Tap Water,10/25/2024,,20.772411330308447,-155.996264531251,,,,,,,,3.3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6403,,,,,,,,7.8604,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,9.5007
377,10-25-24-KDP-08,Tap Water,10/25/2024,,20.775391705290748,-155.99965904336682,,,,,,,,3.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2883,,,,,,,,5.6672,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,6.955500000000001
378,10-25-24-KDP-09,Tap Water,10/25/2024,,20.770745240790475,-155.99915741677907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3031,,,,,,,,4.9341,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,6.2372
379,10-25-24-KDP-10,Tap Water,10/25/2024,,20.770904335535327,-155.99672722786104,,,,,,,,4.2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6623,,,,,,,,6.8983,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,8.5606
380,10-25-24-KDP-12,Tap Water,10/25/2024,,20.756234480457657,-155.98491191886887,,,,,,,,3.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
381,10-25-24-KDP-13,Tap Water,10/25/2024,,20.75676097394313,-155.98182393683115,,,,,,,,3.5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
382,10-25-24-KDP-14,Tap Water,10/25/2024,,20.73938503361756,-155.9873405611382,,,,,,,,3.3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
383,10-25-24-KDP-15,Tap Water,10/25/2024,,20.74196506974082,-155.98482742765094,,,,,,,,5.7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
384,10-25-24-KDP-16,Tap Water,10/25/2024,,20.72084440519225,-155.98745171901916,,,,,,,,3.3514,,,,,,,,,,,,,,1.9762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
385,10-25-24-KDP-17,Tap Water,10/25/2024,,20.72187126788686,-155.98989063230275,66.8527,,,,,,,9.6299,,,,,,,,,,,,,,,2.2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,2.2842
386,10-25-24-KDP-18,Tap Water,10/25/2024,,20.72070706547738,-155.98579239242906,,,,,,,,3.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside of Boxes,0.0
